story_id,story_title,published,lesson_number,tier,frame_index,word_index,word,question_type,prompt,correct_answer,translation,pinyin,part_of_speech,options_from_source,context_sentence,source,validation_status,validation_errors,lesson_sub_order
custom-story-1785137028726,我們去喝下午茶,True,5,easy,1,5,聽音樂,reverse,to listen to music,聽音樂,to listen to music,tīng yīnyuè,V,"[""我"", ""要"", ""在"", ""家"", ""看書"", ""聽音樂""]",,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,easy,1,5,聽音樂,listening,聽音樂,聽音樂,to listen to music,tīng yīnyuè,V,"[""我"", ""要"", ""在"", ""家"", ""看書"", ""聽音樂""]",,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,easy,1,5,聽音樂,pinyin,聽音樂,tīng yīnyuè,to listen to music,tīng yīnyuè,V,"[""wǒ"", ""yào"", ""zài"", ""jiā"", ""kànshū"", ""tīng yīnyuè""]",,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,easy,1,5,聽音樂,pos,聽音樂,V,to listen to music,tīng yīnyuè,V,[],,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,0,我,translation,我,I,I,wǒ,Pron,"[""we"", ""us"", ""ours""]",,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,0,我,reverse,I,我,I,wǒ,Pron,"[""我"", ""要"", ""在"", ""家"", ""看書"", ""聽音樂""]",,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,0,我,listening,我,我,I,wǒ,Pron,"[""我"", ""要"", ""在"", ""家"", ""看書"", ""聽音樂""]",,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,0,我,pinyin,我,wǒ,I,wǒ,Pron,"[""wǒ"", ""yào"", ""zài"", ""jiā"", ""kànshū"", ""tīng yīnyuè""]",,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,0,我,pos,我,Pron,I,wǒ,Pron,[],,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,1,要,translation,要,to want,to want,yào,V,"[""need"", ""must"", ""should"", ""to need"", ""to require"", ""to wish""]",,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,1,要,reverse,to want,要,to want,yào,V,"[""我"", ""要"", ""在"", ""家"", ""看書"", ""聽音樂""]",,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,1,要,listening,要,要,to want,yào,V,"[""我"", ""要"", ""在"", ""家"", ""看書"", ""聽音樂""]",,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,1,要,pinyin,要,yào,to want,yào,V,"[""wǒ"", ""yào"", ""zài"", ""jiā"", ""kànshū"", ""tīng yīnyuè""]",,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,1,要,pos,要,V,to want,yào,V,[],,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,2,在,translation,在,at,at,zài,Prep,"[""with"", ""from"", ""during"", ""on""]",,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,2,在,reverse,at,在,at,zài,Prep,"[""我"", ""要"", ""在"", ""家"", ""看書"", ""聽音樂""]",,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,2,在,listening,在,在,at,zài,Prep,"[""我"", ""要"", ""在"", ""家"", ""看書"", ""聽音樂""]",,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,2,在,pinyin,在,zài,at,zài,Prep,"[""wǒ"", ""yào"", ""zài"", ""jiā"", ""kànshū"", ""tīng yīnyuè""]",,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,2,在,pos,在,Prep,at,zài,Prep,[],,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,3,家,translation,家,home,home,jiā,N,"[""office"", ""school"", ""store"", ""household"", ""family"", ""village""]",,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,3,家,reverse,home,家,home,jiā,N,"[""我"", ""要"", ""在"", ""家"", ""看書"", ""聽音樂""]",,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,3,家,listening,家,家,home,jiā,N,"[""我"", ""要"", ""在"", ""家"", ""看書"", ""聽音樂""]",,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,3,家,pinyin,家,jiā,home,jiā,N,"[""wǒ"", ""yào"", ""zài"", ""jiā"", ""kànshū"", ""tīng yīnyuè""]",,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,3,家,pos,家,N,home,jiā,N,[],,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,4,看書,translation,看書,to read,to read,kànshū,V,"[""watch movie"", ""play game"", ""browse internet"", ""to watch"", ""to observe"", ""to glance""]",,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,4,看書,reverse,to read,看書,to read,kànshū,V,"[""我"", ""要"", ""在"", ""家"", ""看書"", ""聽音樂""]",,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,4,看書,listening,看書,看書,to read,kànshū,V,"[""我"", ""要"", ""在"", ""家"", ""看書"", ""聽音樂""]",,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,4,看書,pinyin,看書,kànshū,to read,kànshū,V,"[""wǒ"", ""yào"", ""zài"", ""jiā"", ""kànshū"", ""tīng yīnyuè""]",,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,4,看書,pos,看書,V,to read,kànshū,V,[],,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,5,聽音樂,translation,聽音樂,to listen to music,to listen to music,tīng yīnyuè,V,"[""watch concert"", ""play instrument"", ""dance"", ""to play music"", ""to compose"", ""to sing""]",,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,5,聽音樂,reverse,to listen to music,聽音樂,to listen to music,tīng yīnyuè,V,"[""我"", ""要"", ""在"", ""家"", ""看書"", ""聽音樂""]",,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,5,聽音樂,listening,聽音樂,聽音樂,to listen to music,tīng yīnyuè,V,"[""我"", ""要"", ""在"", ""家"", ""看書"", ""聽音樂""]",,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,5,聽音樂,pinyin,聽音樂,tīng yīnyuè,to listen to music,tīng yīnyuè,V,"[""wǒ"", ""yào"", ""zài"", ""jiā"", ""kànshū"", ""tīng yīnyuè""]",,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,5,聽音樂,pos,聽音樂,V,to listen to music,tīng yīnyuè,V,[],,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,hard,1,0,我,translation,我,I,I,wǒ,Pron,"[""we"", ""us"", ""ours""]",,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,hard,1,0,我,reverse,I,我,I,wǒ,Pron,"[""我"", ""要"", ""在"", ""家"", ""看書"", ""聽音樂""]",,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,hard,1,0,我,listening,我,我,I,wǒ,Pron,"[""我"", ""要"", ""在"", ""家"", ""看書"", ""聽音樂""]",,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,hard,1,0,我,pinyin,我,wǒ,I,wǒ,Pron,"[""wǒ"", ""yào"", ""zài"", ""jiā"", ""kànshū"", ""tīng yīnyuè""]",,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,hard,1,0,我,pos,我,Pron,I,wǒ,Pron,[],,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,hard,1,1,要,translation,要,to want,to want,yào,V,"[""need"", ""must"", ""should"", ""to need"", ""to require"", ""to wish""]",,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,hard,1,1,要,reverse,to want,要,to want,yào,V,"[""我"", ""要"", ""在"", ""家"", ""看書"", ""聽音樂""]",,live,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,hard,1,1,要,listening,要,要,to want,yào,V,"[""我"", ""要"", ""在"", ""家"", ""看書"", ""聽音樂""]",,live,ok,,1
