token_id,split,token_audio_path,target_tone_proxy,target_tone_proxy_source,predicted_tone,model_candidate,model_score_type,decision_score_T1,decision_score_T2,decision_score_T3,decision_score_T4,top1_margin,runner_up_tone,context_status,boundary_provenance,pitch_provenance,source_audio_path,source_audio_status,previous_lexical_tone,following_lexical_tone,sandhi_context,annotation_status,gold_status,auto_promotion_prohibited,human_perceived_tone,human_correctness,reviewer_id,reviewed_at,adjudicator_id,adjudication_status,review_notes,queue_reasons,priority_band
00201620_05,train,benchmark_token_segments/00201620_05.wav,T3,human_correct_prompt_proxy,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.8608281452084273,-1.0906247600459251,-0.2053300019038763,-0.04470781001949242,0.16062219,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error;low_margin_ambiguous,1
00202214_00,train,benchmark_token_segments/00202214_00.wav,T3,human_correct_prompt_proxy,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,0.08862018714068964,0.2578220563742353,-1.385808240741318,-1.960602158825406,0.16920187,T1,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error;low_margin_ambiguous,1
00204228_07,train,benchmark_token_segments/00204228_07.wav,T3,human_correct_prompt_proxy,T2,fusion,uncalibrated_linear_svm_margin,-0.6897819580388899,-0.25432239874287876,-0.9506769138514042,-0.4262249781870618,0.17190258,T4,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error;low_margin_ambiguous,1
00200320_00,train,benchmark_token_segments/00200320_00.wav,T3,human_correct_prompt_proxy,T2,fusion,uncalibrated_linear_svm_margin,-0.47868382346370997,-0.2999588587569637,-0.8185164402152733,-0.9258554186550557,0.17872496,T1,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00202828_04,train,benchmark_token_segments/00202828_04.wav,T3,human_correct_prompt_proxy,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.6116999280487617,-0.6978106749809648,-0.7283942198674651,-0.41564836181070275,0.19605157,T1,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00203129_03,train,benchmark_token_segments/00203129_03.wav,T3,human_correct_prompt_proxy,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.37173571114424775,-0.6037440597335975,-1.1755155866089577,-0.7461592235355811,0.23200835,T2,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00203928_04,train,benchmark_token_segments/00203928_04.wav,T3,human_correct_prompt_proxy,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.815861605051885,-0.26542012094287315,-0.5042422381410103,-0.5595684015453577,0.23882212,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00204328_07,train,benchmark_token_segments/00204328_07.wav,T3,human_correct_prompt_proxy,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-2.6692844821157746,-0.9431140112057503,0.21765315844120148,0.46540801438032253,0.24775486,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00204128_04,train,benchmark_token_segments/00204128_04.wav,T3,human_correct_prompt_proxy,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.2316835640802335,-1.0223430126327107,-0.14939418597158471,0.10162954955632109,0.25102374,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00202020_00,train,benchmark_token_segments/00202020_00.wav,T3,human_correct_prompt_proxy,T4,fusion,uncalibrated_linear_svm_margin,-0.3432897563367183,-1.2607516252756379,-0.3434845039482447,-0.08577787109525048,0.25751189,T1,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00203128_04,train,benchmark_token_segments/00203128_04.wav,T3,human_correct_prompt_proxy,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,0.2714368899443581,-1.778871811371204,-1.7639923522328358,9.077544045588137e-05,0.27134611,T4,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00202826_08,train,benchmark_token_segments/00202826_08.wav,T3,human_correct_prompt_proxy,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.03572306647089052,-1.253307907172109,-0.3131483642442857,-0.5044526323800996,0.2774253,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00204426_08,train,benchmark_token_segments/00204426_08.wav,T3,human_correct_prompt_proxy,T4,fusion,uncalibrated_linear_svm_margin,-0.2727206907416037,-1.0916095073439516,-0.5415517206989697,0.016718950535461685,0.28943964,T1,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00201620_08,train,benchmark_token_segments/00201620_08.wav,T3,human_correct_prompt_proxy,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.5942163020131535,-0.2695643863747159,-0.5718038587119258,-0.9086968659107876,0.30223947,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00201614_00,train,benchmark_token_segments/00201614_00.wav,T3,human_correct_prompt_proxy,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.0655889479182092,-1.503995704609328,-0.22299598508430118,0.1263915471197503,0.34938753,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00204326_08,train,benchmark_token_segments/00204326_08.wav,T3,human_correct_prompt_proxy,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.9241511511963749,-0.5298843466721792,-0.7152499714312983,-0.17136866051079286,0.35851569,T2,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00204529_03,train,benchmark_token_segments/00204529_03.wav,T3,human_correct_prompt_proxy,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.7838234471530028,-0.7250576722257139,-0.49377729685345473,-0.1260181569898886,0.36775914,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00202426_09,train,benchmark_token_segments/00202426_09.wav,T3,human_correct_prompt_proxy,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.9212279995515218,-0.984924730442169,-0.12579625054475074,0.24313150919532406,0.36892776,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00204111_08,train,benchmark_token_segments/00204111_08.wav,T3,human_correct_prompt_proxy,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.11553684112476292,-0.8328685223808328,-0.4862895835671601,-1.0362791126397322,0.37075274,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00204626_08,train,benchmark_token_segments/00204626_08.wav,T3,human_correct_prompt_proxy,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.9731219474113434,0.18080238384740066,-0.19573591846844385,-1.1666635006305872,0.3765383,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00200920_00,train,benchmark_token_segments/00200920_00.wav,T3,human_correct_prompt_proxy,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,0.10366695081183863,-1.8113635796013106,-0.07000095918736304,0.5114194392583246,0.40775249,T1,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00204129_03,train,benchmark_token_segments/00204129_03.wav,T3,human_correct_prompt_proxy,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.06603477180556405,-0.753465736089572,-1.5322566217274138,-0.48544217998173894,0.41940741,T4,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00204428_04,train,benchmark_token_segments/00204428_04.wav,T3,human_correct_prompt_proxy,T4,fusion,uncalibrated_linear_svm_margin,-1.3704122383102355,-0.601278881829937,-0.3514378020977089,0.08386968921534099,0.43530749,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00202928_07,train,benchmark_token_segments/00202928_07.wav,T3,human_correct_prompt_proxy,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.9297524663506525,0.10689199400219485,-0.8010442044784245,-0.35961217584128424,0.46650417,T4,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00204308_04,train,benchmark_token_segments/00204308_04.wav,T3,human_correct_prompt_proxy,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.037859991949573235,-0.8871220368747582,-1.3067036045839013,-0.515015574742275,0.47715558,T4,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00202220_05,train,benchmark_token_segments/00202220_05.wav,T3,human_correct_prompt_proxy,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.4104585766937608,0.09069433692981421,-1.5456290065792044,-0.6702649048845548,0.50115291,T1,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00203511_08,train,benchmark_token_segments/00203511_08.wav,T3,human_correct_prompt_proxy,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.3814211260108831,0.8709036826554541,0.36270460689318573,-2.74863897831584,0.50819908,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00204226_09,train,benchmark_token_segments/00204226_09.wav,T3,human_correct_prompt_proxy,T2,fusion,uncalibrated_linear_svm_margin,-0.8399539670048941,-0.15336157001550577,-1.005165491685537,-0.669561611251617,0.51620004,T4,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00204108_04,train,benchmark_token_segments/00204108_04.wav,T3,human_correct_prompt_proxy,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.5757199874087413,-0.7060193114072812,-0.9776444922302057,-0.05909372538157687,0.51662626,T1,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00202926_09,train,benchmark_token_segments/00202926_09.wav,T3,human_correct_prompt_proxy,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.4632392912776508,0.20603593736436177,-0.31430607109697384,-0.6793538653235967,0.52034201,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00202829_08,train,benchmark_token_segments/00202829_08.wav,T3,human_correct_prompt_proxy,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.8026153944295261,-1.367549114676283,-0.48007850798388113,0.04481112138980525,0.52488963,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00200914_00,train,benchmark_token_segments/00200914_00.wav,T3,human_correct_prompt_proxy,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,0.15453999652190475,-1.1463901974590924,-0.3846515816569581,-0.6912315350943123,0.53919158,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00203908_04,train,benchmark_token_segments/00203908_04.wav,T3,human_correct_prompt_proxy,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.1531065960846778,-0.3615694569951063,-0.9027720384441813,-1.115674739451305,0.54120258,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00203829_03,train,benchmark_token_segments/00203829_03.wav,T3,human_correct_prompt_proxy,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.417466301258707,-1.4892173058210303,-0.07975177013347823,0.4929883956219213,0.57274017,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00201820_00,train,benchmark_token_segments/00201820_00.wav,T3,human_correct_prompt_proxy,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.8085062340010535,-0.6429410544337393,-0.578433445285178,-0.0018958192003904473,0.57653763,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00203811_08,train,benchmark_token_segments/00203811_08.wav,T3,human_correct_prompt_proxy,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.6396105023616192,-1.0295732545737146,-0.24144272002505884,0.3361052151578744,0.57754794,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00204528_07,train,benchmark_token_segments/00204528_07.wav,T3,human_correct_prompt_proxy,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-0.6558546657506797,-1.3207874116287999,-0.37964058938368883,0.209506195358083,0.58914678,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00201120_00,train,benchmark_token_segments/00201120_00.wav,T3,human_correct_prompt_proxy,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.0623958623667968,0.13477620564224269,-0.4834362321031609,-0.4987556942271532,0.61821244,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00204526_09,train,benchmark_token_segments/00204526_09.wav,T3,human_correct_prompt_proxy,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.736936187004179,-0.5734495427780357,-0.3034547373363137,0.35238624788913653,0.65584099,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00203826_09,train,benchmark_token_segments/00203826_09.wav,T3,human_correct_prompt_proxy,T2,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-1.9173209123136334,0.33758463012242645,-0.6056459483909064,-0.32791340301409344,0.66549803,T4,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00203429_08,train,benchmark_token_segments/00203429_08.wav,T3,human_correct_prompt_proxy,T4,fusion,uncalibrated_linear_svm_margin,-3.1467475171536936,-0.5149558269719066,-0.06530102536358195,0.6738764982190618,0.73917752,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00201120_08,train,benchmark_token_segments/00201120_08.wav,T3,human_correct_prompt_proxy,T4,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,-6.537854560990657,0.13115345754775154,1.448069034036032,2.188160741028718,0.74009171,T3,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
00204628_04,train,benchmark_token_segments/00204628_04.wav,T3,human_correct_prompt_proxy,T1,fusion_plus_voiced_nucleus,uncalibrated_linear_svm_margin,0.10738742361768594,-1.235979854063508,-0.8983272312238211,-0.7081133679262677,0.81550079,T4,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,needs_data_train_metadata_not_supplied,,needs_data_train_metadata_not_supplied,,,needs_data_train_metadata_not_supplied,preannotation_needs_human_review,not_gold,True,,,,,,not_reviewed,,T3_error,1
