utterance_id,speaker_id,token_index,word,expected_pinyin,expected_tone,majority_tone_correct,agreement_count,start_seconds,end_seconds,duration_seconds,alignment_score,voiced_proportion,alignment_status,alignment_note,segment_path
00200614,02006,4,字,zì,4,1,3,1.7495,1.9103,0.1609,0.9251,0.348,questionable,weak_voicing,alignment_pilot_segments/00200614_04.wav
00200614,02006,6,是,shì,4,1,3,2.6745,2.7750,0.1005,0.9873,0.273,questionable,weak_voicing,alignment_pilot_segments/00200614_06.wav
00200614,02006,7,花,huā,1,0,0,2.9158,3.0565,0.1408,0.9985,0.737,good,,alignment_pilot_segments/00200614_07.wav
00200614,02006,8,花,huā,1,1,2,3.2174,3.3380,0.1207,0.9987,0.000,failed,no_voiced_nucleus,alignment_pilot_segments/00200614_08.wav
00200720,02007,0,裡,lǐ,3,1,3,0.5211,0.6614,0.1403,0.9831,1.000,good,,alignment_pilot_segments/00200720_00.wav
00200720,02007,1,邊,biān,1,1,3,0.8217,1.1224,0.3006,0.9948,0.961,good,,alignment_pilot_segments/00200720_01.wav
00200720,02007,3,一,yī,1,0,1,1.9241,2.0043,0.0802,0.4918,1.000,good,,alignment_pilot_segments/00200720_03.wav
00200720,02007,5,小,xiǎo,3,1,3,2.8661,3.1266,0.2606,0.9850,0.395,good,,alignment_pilot_segments/00200720_05.wav
00200720,02007,6,桌,zhuō,1,1,3,3.2870,3.4273,0.1403,0.9564,0.789,good,,alignment_pilot_segments/00200720_06.wav
00200720,02007,8,兩,liǎng,3,1,2,5.2912,5.5919,0.3006,0.7557,0.843,good,,alignment_pilot_segments/00200720_08.wav
00200720,02007,13,一,yī,1,1,3,8.5782,8.6584,0.0802,0.5044,1.000,good,,alignment_pilot_segments/00200720_13.wav
00200720,02007,15,床,chuáng,2,1,3,9.2196,9.7006,0.4810,0.9573,0.437,good,,alignment_pilot_segments/00200720_15.wav
00200814,02008,0,小,xiǎo,3,0,1,0.4621,0.7232,0.2612,0.9972,0.721,good,,alignment_pilot_segments/00200814_00.wav
00200814,02008,1,貓,māo,1,1,3,0.8839,1.3259,0.4420,0.8860,0.975,good,,alignment_pilot_segments/00200814_01.wav
00200814,02008,3,名,míng,2,1,3,2.0290,2.2902,0.2612,0.9481,1.000,good,,alignment_pilot_segments/00200814_03.wav
00200814,02008,4,字,zì,4,1,3,2.3705,2.5312,0.1607,0.9903,0.304,questionable,weak_voicing,alignment_pilot_segments/00200814_04.wav
00200814,02008,6,是,shì,4,1,3,3.2746,3.4152,0.1406,0.9636,0.526,good,,alignment_pilot_segments/00200814_06.wav
00200814,02008,7,花,huā,1,0,0,3.6763,3.8371,0.1607,0.9982,0.826,good,,alignment_pilot_segments/00200814_07.wav
00200814,02008,8,花,huā,1,1,2,4.0179,4.1585,0.1406,0.9988,0.842,good,,alignment_pilot_segments/00200814_08.wav
00200914,02009,0,小,xiǎo,3,1,3,0.4625,0.6636,0.2011,0.9634,0.516,good,,alignment_pilot_segments/00200914_00.wav
00200914,02009,1,貓,māo,1,1,3,0.6837,0.8647,0.1810,0.9803,1.000,good,,alignment_pilot_segments/00200914_01.wav
00200914,02009,3,名,míng,2,1,3,1.0658,1.2467,0.1810,0.5346,0.407,good,,alignment_pilot_segments/00200914_03.wav
00200914,02009,4,字,zì,4,1,3,1.2870,1.3875,0.1005,0.9870,1.000,good,,alignment_pilot_segments/00200914_04.wav
00200914,02009,6,是,shì,4,1,3,2.4935,2.6141,0.1207,0.9882,0.333,questionable,weak_voicing,alignment_pilot_segments/00200914_06.wav
00200914,02009,7,花,huā,1,1,3,2.7147,2.8353,0.1207,0.9961,0.267,questionable,weak_voicing,alignment_pilot_segments/00200914_07.wav
00200914,02009,8,花,huā,1,1,3,2.9560,3.1168,0.1609,0.9247,1.000,good,,alignment_pilot_segments/00200914_08.wav
00201014,02010,0,小,xiǎo,3,1,3,0.4620,0.7030,0.2410,0.9969,0.744,good,,alignment_pilot_segments/00201014_00.wav
00201014,02010,1,貓,māo,1,1,3,0.8637,1.1248,0.2611,0.9900,1.000,good,,alignment_pilot_segments/00201014_01.wav
00201014,02010,3,名,míng,2,1,2,1.6470,1.8679,0.2209,0.8128,1.000,good,,alignment_pilot_segments/00201014_03.wav
00201014,02010,4,字,zì,4,1,3,1.9282,2.0487,0.1205,0.9748,0.400,good,,alignment_pilot_segments/00201014_04.wav
00201014,02010,6,是,shì,4,1,3,3.3543,3.4949,0.1406,0.9043,0.421,good,,alignment_pilot_segments/00201014_06.wav
00201014,02010,7,花,huā,1,1,3,3.8363,4.0573,0.2209,0.8878,0.771,good,,alignment_pilot_segments/00201014_07.wav
00201014,02010,8,花,huā,1,0,1,4.3385,4.4590,0.1205,0.9942,0.200,questionable,weak_voicing,alignment_pilot_segments/00201014_08.wav
00201117,02011,1,四,sì,4,0,0,0.9660,1.1270,0.1610,0.5212,0.478,good,,alignment_pilot_segments/00201117_01.wav
00201117,02011,3,房,fáng,2,1,3,2.0327,2.3346,0.3019,0.7510,0.824,good,,alignment_pilot_segments/00201117_03.wav
00201214,02012,0,小,xiǎo,3,1,3,0.5222,0.7632,0.2410,0.6567,0.795,good,,alignment_pilot_segments/00201214_00.wav
00201214,02012,1,貓,māo,1,1,3,0.8637,1.1850,0.3214,0.8873,1.000,good,,alignment_pilot_segments/00201214_01.wav
00201214,02012,3,名,míng,2,1,2,1.7876,2.0487,0.2611,0.6090,1.000,good,,alignment_pilot_segments/00201214_03.wav
00201214,02012,4,字,zì,4,1,3,2.1090,2.2094,0.1004,0.5721,0.818,good,,alignment_pilot_segments/00201214_04.wav
00201214,02012,6,是,shì,4,1,3,3.1333,3.2940,0.1607,0.9432,0.522,good,,alignment_pilot_segments/00201214_06.wav
00201214,02012,7,花,huā,1,1,2,3.5752,3.7158,0.1406,0.8106,0.842,good,,alignment_pilot_segments/00201214_07.wav
00201214,02012,8,花,huā,1,1,2,3.9568,4.0974,0.1406,0.8843,0.789,good,,alignment_pilot_segments/00201214_08.wav
00201314,02013,0,小,xiǎo,3,1,3,0.4228,0.6242,0.2013,0.9975,0.742,good,,alignment_pilot_segments/00201314_00.wav
00201314,02013,1,貓,māo,1,0,1,0.6644,0.8054,0.1409,0.9877,1.000,good,,alignment_pilot_segments/00201314_01.wav
00201314,02013,3,名,míng,2,1,3,0.9463,1.1275,0.1812,0.8881,1.000,good,,alignment_pilot_segments/00201314_03.wav
00201314,02013,4,字,zì,4,1,3,1.1477,1.2483,0.1007,0.9664,1.000,good,,alignment_pilot_segments/00201314_04.wav
00201314,02013,6,是,shì,4,1,3,1.6309,1.7718,0.1409,0.9114,0.474,good,,alignment_pilot_segments/00201314_06.wav
00201314,02013,7,花,huā,1,1,2,2.1946,2.3356,0.1409,0.9978,0.789,good,,alignment_pilot_segments/00201314_07.wav
00201314,02013,8,花,huā,1,0,0,2.4362,2.5973,0.1611,0.9982,0.696,good,,alignment_pilot_segments/00201314_08.wav
00201420,02014,0,裡,lǐ,3,0,0,0.9019,1.0022,0.1002,0.9115,1.000,good,,alignment_pilot_segments/00201420_00.wav
00201420,02014,1,邊,biān,1,0,1,1.0623,1.2627,0.2004,0.9820,1.000,good,,alignment_pilot_segments/00201420_01.wav
00201420,02014,3,一,yī,1,1,3,1.6034,1.6836,0.0802,0.0450,0.714,questionable,low_alignment_score,alignment_pilot_segments/00201420_03.wav
00201420,02014,5,小,xiǎo,3,1,3,2.1446,2.3250,0.1804,0.9942,0.593,good,,alignment_pilot_segments/00201420_05.wav
00201420,02014,6,桌,zhuō,1,1,3,2.4052,2.5455,0.1403,0.9065,0.632,good,,alignment_pilot_segments/00201420_06.wav
00201420,02014,8,兩,liǎng,3,0,1,3.9284,4.1489,0.2205,0.0473,1.000,questionable,low_alignment_score,alignment_pilot_segments/00201420_08.wav
00201420,02014,13,一,yī,1,1,3,5.6922,5.7524,0.0601,0.0713,1.000,questionable,low_alignment_score,alignment_pilot_segments/00201420_13.wav
00201420,02014,15,床,chuáng,2,1,3,6.0931,6.5741,0.4810,0.9202,0.575,good,,alignment_pilot_segments/00201420_15.wav
00201520,02015,0,裡,lǐ,3,1,3,0.5203,0.6604,0.1401,0.9878,1.000,good,,alignment_pilot_segments/00201520_00.wav
00201520,02015,1,邊,biān,1,1,2,0.8405,1.1206,0.2802,0.9039,0.723,good,,alignment_pilot_segments/00201520_01.wav
00201520,02015,3,一,yī,1,1,3,1.9611,2.0612,0.1001,0.6279,1.000,good,,alignment_pilot_segments/00201520_03.wav
00201520,02015,5,小,xiǎo,3,0,1,3.3018,3.5820,0.2802,0.9885,0.809,good,,alignment_pilot_segments/00201520_05.wav
00201520,02015,6,桌,zhuō,1,0,0,4.1823,4.9027,0.7204,0.8880,0.652,good,,alignment_pilot_segments/00201520_06.wav
00201520,02015,8,兩,liǎng,3,0,0,6.5637,6.8238,0.2601,0.9429,1.000,good,,alignment_pilot_segments/00201520_08.wav
00201520,02015,13,一,yī,1,1,3,8.6448,8.7249,0.0800,0.8420,1.000,good,,alignment_pilot_segments/00201520_13.wav
00201520,02015,15,床,chuáng,2,1,3,9.2852,9.6854,0.4002,0.9323,0.732,good,,alignment_pilot_segments/00201520_15.wav
00201614,02016,0,小,xiǎo,3,1,3,0.7035,0.8844,0.1809,0.9440,0.889,good,,alignment_pilot_segments/00201614_00.wav
00201614,02016,1,貓,māo,1,1,3,0.9648,1.1859,0.2211,0.6367,1.000,good,,alignment_pilot_segments/00201614_01.wav
00201614,02016,3,名,míng,2,1,3,1.5075,1.7085,0.2010,0.8233,1.000,good,,alignment_pilot_segments/00201614_03.wav
00201614,02016,4,字,zì,4,1,3,1.7487,1.8693,0.1206,0.9834,1.000,good,,alignment_pilot_segments/00201614_04.wav
00201614,02016,6,是,shì,4,1,3,2.8342,2.9548,0.1206,0.9543,0.733,good,,alignment_pilot_segments/00201614_06.wav
00201614,02016,7,花,huā,1,1,3,3.1558,3.2764,0.1206,0.9963,0.933,good,,alignment_pilot_segments/00201614_07.wav
00201614,02016,8,花,huā,1,0,1,3.4171,3.5578,0.1407,0.9971,0.526,good,,alignment_pilot_segments/00201614_08.wav
00201814,02018,0,小,xiǎo,3,0,1,0.3614,0.6225,0.2610,0.8757,0.814,good,,alignment_pilot_segments/00201814_00.wav
00201814,02018,1,貓,māo,1,0,0,0.7028,1.0040,0.3012,0.9401,1.000,good,,alignment_pilot_segments/00201814_01.wav
00201814,02018,3,名,míng,2,1,3,1.7269,1.9880,0.2610,0.7887,1.000,good,,alignment_pilot_segments/00201814_03.wav
00201814,02018,4,字,zì,4,1,2,2.0884,2.2289,0.1406,0.9451,0.737,good,,alignment_pilot_segments/00201814_04.wav
00201814,02018,6,是,shì,4,1,3,3.4137,3.5542,0.1406,0.8280,0.579,good,,alignment_pilot_segments/00201814_06.wav
00201814,02018,7,花,huā,1,1,3,3.8755,4.0161,0.1406,0.9760,0.632,good,,alignment_pilot_segments/00201814_07.wav
00201814,02018,8,花,huā,1,1,3,4.1767,4.3173,0.1406,0.9876,1.000,good,,alignment_pilot_segments/00201814_08.wav
00201914,02019,0,小,xiǎo,3,0,0,0.9026,1.1232,0.2206,0.9895,0.743,good,,alignment_pilot_segments/00201914_00.wav
00201914,02019,1,貓,māo,1,0,1,1.1834,1.4241,0.2407,0.9159,1.000,good,,alignment_pilot_segments/00201914_01.wav
00201914,02019,3,名,míng,2,1,3,2.8080,2.9685,0.1605,0.8222,1.000,good,,alignment_pilot_segments/00201914_03.wav
00201914,02019,4,字,zì,4,1,2,3.0086,3.1089,0.1003,0.6436,1.000,good,,alignment_pilot_segments/00201914_04.wav
00201914,02019,6,是,shì,4,1,3,3.8510,3.9914,0.1404,0.8600,0.368,good,,alignment_pilot_segments/00201914_06.wav
00201914,02019,7,花,huā,1,1,2,4.1519,4.2722,0.1203,0.9464,0.400,good,,alignment_pilot_segments/00201914_07.wav
00201914,02019,8,花,huā,1,1,3,4.4126,4.5530,0.1404,0.9655,0.684,good,,alignment_pilot_segments/00201914_08.wav
00202020,02020,0,裡,lǐ,3,1,3,0.3203,0.4204,0.1001,0.9918,1.000,good,,alignment_pilot_segments/00202020_00.wav
00202020,02020,1,邊,biān,1,1,3,0.5005,0.7207,0.2202,0.9930,1.000,good,,alignment_pilot_segments/00202020_01.wav
00202020,02020,3,一,yī,1,0,1,1.2212,1.2813,0.0601,0.3936,1.000,questionable,low_alignment_score,alignment_pilot_segments/00202020_03.wav
00202020,02020,5,小,xiǎo,3,1,3,2.6626,2.8428,0.1802,0.9932,0.741,good,,alignment_pilot_segments/00202020_05.wav
00202020,02020,6,桌,zhuō,1,1,3,2.9029,3.0230,0.1201,0.8750,1.000,good,,alignment_pilot_segments/00202020_06.wav
00202020,02020,8,兩,liǎng,3,1,2,3.9039,4.1241,0.2202,0.0120,1.000,questionable,low_alignment_score,alignment_pilot_segments/00202020_08.wav
00202020,02020,13,一,yī,1,1,3,5.3453,5.4054,0.0601,0.5902,1.000,good,,alignment_pilot_segments/00202020_13.wav
00202020,02020,15,床,chuáng,2,1,3,5.7457,6.0660,0.3203,0.8908,0.691,good,,alignment_pilot_segments/00202020_15.wav
00202114,02021,0,小,xiǎo,3,1,3,0.4218,0.6428,0.2210,0.9912,0.629,good,,alignment_pilot_segments/00202114_00.wav
00202114,02021,1,貓,māo,1,1,3,0.7231,0.9441,0.2210,0.9747,1.000,good,,alignment_pilot_segments/00202114_01.wav
00202114,02021,3,名,míng,2,0,0,1.7878,1.9686,0.1808,0.8465,1.000,good,,alignment_pilot_segments/00202114_03.wav
00202114,02021,4,字,zì,4,1,2,2.0489,2.1694,0.1205,0.7748,1.000,good,,alignment_pilot_segments/00202114_04.wav
00202114,02021,6,是,shì,4,1,3,3.1738,3.3144,0.1406,0.9466,0.579,good,,alignment_pilot_segments/00202114_06.wav
00202114,02021,7,花,huā,1,0,1,3.6157,3.7362,0.1205,0.9841,0.800,good,,alignment_pilot_segments/00202114_07.wav
00202114,02021,8,花,huā,1,0,1,3.9170,4.0175,0.1004,0.9649,0.818,good,,alignment_pilot_segments/00202114_08.wav
00202214,02022,0,小,xiǎo,3,1,3,0.9633,1.5253,0.5619,0.9807,0.505,good,,alignment_pilot_segments/00202214_00.wav
00202214,02022,1,貓,māo,1,1,2,2.6291,2.8498,0.2208,0.0025,0.971,questionable,low_alignment_score,alignment_pilot_segments/00202214_01.wav
00202214,02022,3,名,míng,2,1,3,2.8699,3.1308,0.2609,0.9017,1.000,good,,alignment_pilot_segments/00202214_03.wav
00202214,02022,4,字,zì,4,1,3,3.2512,3.4519,0.2007,0.9423,0.226,questionable,weak_voicing,alignment_pilot_segments/00202214_04.wav
00202214,02022,6,是,shì,4,1,3,4.5758,4.7564,0.1806,0.9476,0.667,good,,alignment_pilot_segments/00202214_06.wav
00202214,02022,7,花,huā,1,1,3,4.9772,5.1377,0.1606,0.9954,0.826,good,,alignment_pilot_segments/00202214_07.wav
00202214,02022,8,花,huā,1,1,3,5.2983,5.4388,0.1405,0.9902,0.579,good,,alignment_pilot_segments/00202214_08.wav
00202320,02023,0,互,hù,4,1,3,0.5020,0.6225,0.1205,0.9622,0.467,good,,alignment_pilot_segments/00202320_00.wav
00202320,02023,3,一,yī,1,0,0,1.5664,1.6266,0.0602,0.2653,1.000,questionable,low_alignment_score,alignment_pilot_segments/00202320_03.wav
00202320,02023,5,祝,zhù,4,1,3,3.5143,3.6549,0.1406,0.9772,0.684,good,,alignment_pilot_segments/00202320_05.wav
00202320,02023,6,福,fú,2,1,3,3.8357,4.0164,0.1807,0.5130,0.704,good,,alignment_pilot_segments/00202320_06.wav
00202320,02023,8,話,huà,4,1,3,4.4582,4.5988,0.1406,0.9952,0.632,good,,alignment_pilot_segments/00202320_08.wav
00202426,02024,0,就,jiù,4,1,3,0.4410,0.6214,0.1804,0.4492,0.741,good,,alignment_pilot_segments/00202426_00.wav
00202426,02024,2,年,nián,2,1,3,2.2252,2.4256,0.2005,0.9534,1.000,good,,alignment_pilot_segments/00202426_02.wav
00202426,02024,3,夜,yè,4,1,3,2.4858,2.5660,0.0802,0.9862,1.000,good,,alignment_pilot_segments/00202426_03.wav
00202426,02024,4,飯,fàn,4,1,3,2.7464,2.9869,0.2406,0.9873,0.846,good,,alignment_pilot_segments/00202426_04.wav
00202426,02024,5,搬,bān,1,1,3,4.0093,4.2900,0.2807,0.9560,1.000,good,,alignment_pilot_segments/00202426_05.wav
00202426,02024,6,到,dào,4,1,3,4.5907,4.8312,0.2406,0.4449,1.000,good,,alignment_pilot_segments/00202426_06.wav
00202426,02024,7,餐,cān,1,1,3,5.9538,6.2145,0.2606,0.8893,0.605,good,,alignment_pilot_segments/00202426_07.wav
00202426,02024,8,館,guǎn,3,1,3,6.2946,6.4951,0.2005,0.9676,0.839,good,,alignment_pilot_segments/00202426_08.wav
00202426,02024,9,裡,lǐ,3,1,3,6.5753,6.7156,0.1403,0.8759,1.000,good,,alignment_pilot_segments/00202426_09.wav
00202426,02024,10,去,qù,4,1,3,7.3772,7.5576,0.1804,0.9818,0.074,failed,no_voiced_nucleus,alignment_pilot_segments/00202426_10.wav
00202526,02025,0,就,jiù,4,1,3,0.4019,0.5425,0.1407,0.9893,0.684,good,,alignment_pilot_segments/00202526_00.wav
00202526,02025,2,年,nián,2,1,3,0.9846,1.1654,0.1808,0.9907,1.000,good,,alignment_pilot_segments/00202526_02.wav
00202526,02025,3,夜,yè,4,1,3,1.2056,1.2860,0.0804,0.9938,1.000,good,,alignment_pilot_segments/00202526_03.wav
00202526,02025,4,飯,fàn,4,1,3,1.3864,1.6276,0.2411,0.9955,0.692,good,,alignment_pilot_segments/00202526_04.wav
00202526,02025,5,搬,bān,1,1,3,1.8888,2.0696,0.1808,0.9957,0.852,good,,alignment_pilot_segments/00202526_05.wav
00202526,02025,6,到,dào,4,1,3,2.1500,2.3911,0.2411,0.9969,1.000,good,,alignment_pilot_segments/00202526_06.wav
00202526,02025,7,餐,cān,1,1,3,2.5318,2.7930,0.2612,0.7197,0.581,good,,alignment_pilot_segments/00202526_07.wav
00202526,02025,8,館,guǎn,3,0,0,2.9738,3.1949,0.2210,0.9888,1.000,good,,alignment_pilot_segments/00202526_08.wav
00202526,02025,9,裡,lǐ,3,1,3,3.2953,3.4159,0.1206,0.9468,1.000,good,,alignment_pilot_segments/00202526_09.wav
00202526,02025,10,去,qù,4,1,3,3.7173,3.8579,0.1407,0.9880,0.158,questionable,weak_voicing,alignment_pilot_segments/00202526_10.wav
00202629,02026,2,用,yòng,4,1,2,5.0887,5.3491,0.2604,0.9456,0.884,good,,alignment_pilot_segments/00202629_02.wav
00202629,02026,3,手,shǒu,3,1,2,5.6496,6.0904,0.4407,0.8425,0.418,good,,alignment_pilot_segments/00202629_03.wav
00202629,02026,4,機,jī,1,0,1,6.6313,6.8116,0.1803,0.9435,0.000,failed,no_voiced_nucleus,alignment_pilot_segments/00202629_04.wav
00202629,02026,5,發,fā,1,1,2,8.9152,9.0554,0.1402,0.5817,0.474,good,,alignment_pilot_segments/00202629_05.wav
00202629,02026,7,條,tiáo,2,0,1,10.2574,10.5379,0.2805,0.9017,0.617,good,,alignment_pilot_segments/00202629_07.wav
00202629,02026,8,短,duǎn,3,0,0,10.6982,10.9787,0.2805,0.9856,0.936,good,,alignment_pilot_segments/00202629_08.wav
00202629,02026,10,就,jiù,4,1,3,12.8619,13.0422,0.1803,0.9854,0.593,good,,alignment_pilot_segments/00202629_10.wav
00202729,02027,2,用,yòng,4,1,3,3.7612,3.9613,0.2001,0.9439,1.000,good,,alignment_pilot_segments/00202729_02.wav
00202729,02027,3,手,shǒu,3,1,2,4.0813,4.2814,0.2001,0.9674,0.742,good,,alignment_pilot_segments/00202729_03.wav
00202729,02027,4,機,jī,1,1,3,4.4214,4.5815,0.1601,0.9241,0.261,questionable,weak_voicing,alignment_pilot_segments/00202729_04.wav
00202729,02027,5,發,fā,1,1,2,5.3017,5.4417,0.1400,0.8145,0.526,good,,alignment_pilot_segments/00202729_05.wav
00202729,02027,7,條,tiáo,2,1,3,6.1220,6.4421,0.3201,0.0246,0.218,questionable,low_alignment_score|weak_voicing,alignment_pilot_segments/00202729_07.wav
00202729,02027,8,短,duǎn,3,0,0,6.4421,6.5221,0.0800,0.0187,0.000,failed,no_voiced_nucleus,alignment_pilot_segments/00202729_08.wav
00202729,02027,10,就,jiù,4,1,3,14.2045,14.3646,0.1601,0.9108,0.609,good,,alignment_pilot_segments/00202729_10.wav
00202826,02028,0,就,jiù,4,1,3,0.5414,0.7018,0.1604,0.0454,0.522,questionable,low_alignment_score,alignment_pilot_segments/00202826_00.wav
00202826,02028,2,年,nián,2,1,2,2.0252,2.2057,0.1805,0.9100,1.000,good,,alignment_pilot_segments/00202826_02.wav
00202826,02028,3,夜,yè,4,0,1,2.3260,2.4062,0.0802,0.4645,1.000,good,,alignment_pilot_segments/00202826_03.wav
00202826,02028,4,飯,fàn,4,1,3,2.6468,2.8674,0.2206,0.9916,0.829,good,,alignment_pilot_segments/00202826_04.wav
00202826,02028,5,搬,bān,1,1,2,3.7897,3.9902,0.2005,0.9949,0.774,good,,alignment_pilot_segments/00202826_05.wav
00202826,02028,6,到,dào,4,1,2,4.0704,4.3111,0.2406,0.9924,1.000,good,,alignment_pilot_segments/00202826_06.wav
00202826,02028,7,餐,cān,1,1,2,5.4941,5.7347,0.2406,0.2748,0.564,questionable,low_alignment_score,alignment_pilot_segments/00202826_07.wav
00202826,02028,8,館,guǎn,3,1,3,5.8149,6.0154,0.2005,0.9731,0.839,good,,alignment_pilot_segments/00202826_08.wav
00202826,02028,9,裡,lǐ,3,1,3,6.1357,6.2560,0.1203,0.9110,1.000,good,,alignment_pilot_segments/00202826_09.wav
00202826,02028,10,去,qù,4,1,3,6.6972,6.8576,0.1604,0.5566,0.217,questionable,weak_voicing,alignment_pilot_segments/00202826_10.wav
00202901,02029,1,國,guó,2,1,3,1.0237,1.1642,0.1405,0.9929,0.579,good,,alignment_pilot_segments/00202901_01.wav
00202901,02029,3,曆,lì,4,1,2,2.5693,2.6898,0.1204,0.9817,1.000,good,,alignment_pilot_segments/00202901_03.wav
00202901,02029,5,新,xīn,1,1,3,3.0712,3.2719,0.2007,0.8682,0.677,good,,alignment_pilot_segments/00202901_05.wav
00202901,02029,6,年,nián,2,1,3,3.3321,3.5931,0.2609,0.9826,1.000,good,,alignment_pilot_segments/00202901_06.wav
00202901,02029,7,叫,jiào,4,1,3,3.8139,4.0146,0.2007,0.9947,0.935,good,,alignment_pilot_segments/00202901_07.wav
00202901,02029,9,春,chūn,1,0,1,4.6971,4.9179,0.2208,0.9011,0.743,good,,alignment_pilot_segments/00202901_09.wav
00202901,02029,10,節,jié,2,1,3,5.0182,5.1788,0.1606,0.9740,0.783,good,,alignment_pilot_segments/00202901_10.wav
