review_id,token_id,segment_path,utterance_path,speaker_id,utterance_id,token_index,word,expected_pinyin,expected_tone,start_seconds,end_seconds,duration_seconds,alignment_score,alignment_status,flag_reason,majority_tone_correct
R016,00203113_03,alignment_pilot_segments/00203113_03.wav,../../../private-data/ompal/wav/SPEAKER02031/00203113.wav,02031,00203113,3,熱,rè,4,0.9052,1.0057,0.1006,0.4424,good,,1
R017,00200520_15,alignment_pilot_segments/00200520_15.wav,../../../private-data/ompal/wav/SPEAKER02005/00200520.wav,02005,00200520,15,床,chuáng,2,6.7547,7.1155,0.3608,0.9053,good,,1
R018,00201020_01,alignment_pilot_segments/00201020_01.wav,../../../private-data/ompal/wav/SPEAKER02010/00201020.wav,02010,00201020,1,邊,biān,1,1.1210,1.4012,0.2802,0.9921,good,,1
R019,00203220_06,alignment_pilot_segments/00203220_06.wav,../../../private-data/ompal/wav/SPEAKER02032/00203220.wav,02032,00203220,6,福,fú,2,2.0149,2.1157,0.1007,0.9931,good,,0
R020,00201920_06,alignment_pilot_segments/00201920_06.wav,../../../private-data/ompal/wav/SPEAKER02019/00201920.wav,02019,00201920,6,桌,zhuō,1,3.8640,4.0442,0.1802,0.8161,good,,0
R021,00203429_02,alignment_pilot_segments/00203429_02.wav,../../../private-data/ompal/wav/SPEAKER02034/00203429.wav,02034,00203429,2,用,yòng,4,0.7418,0.9022,0.1604,0.9805,good,,0
R022,00203829_08,alignment_pilot_segments/00203829_08.wav,../../../private-data/ompal/wav/SPEAKER02038/00203829.wav,02038,00203829,8,短,duǎn,3,7.4534,7.6337,0.1803,0.9588,good,,0
R023,00204526_04,alignment_pilot_segments/00204526_04.wav,../../../private-data/ompal/wav/SPEAKER02045/00204526.wav,02045,00204526,4,飯,fàn,4,1.3855,1.6265,0.2410,0.9968,good,,0
R024,00201314_01,alignment_pilot_segments/00201314_01.wav,../../../private-data/ompal/wav/SPEAKER02013/00201314.wav,02013,00201314,1,貓,māo,1,0.6644,0.8054,0.1409,0.9877,good,,0
R025,00203711_07,alignment_pilot_segments/00203711_07.wav,../../../private-data/ompal/wav/SPEAKER02037/00203711.wav,02037,00203711,7,字,zì,4,1.8689,1.9694,0.1005,0.9852,good,,1
R026,00204011_01,alignment_pilot_segments/00204011_01.wav,../../../private-data/ompal/wav/SPEAKER02040/00204011.wav,02040,00204011,1,一,yī,1,0.3418,0.4021,0.0603,0.4903,good,,1
R027,00202328_05,alignment_pilot_segments/00202328_05.wav,../../../private-data/ompal/wav/SPEAKER02023/00202328.wav,02023,00202328,5,變,biàn,4,4.3344,4.5552,0.2207,0.9833,good,,0
R028,00201220_13,alignment_pilot_segments/00201220_13.wav,../../../private-data/ompal/wav/SPEAKER02012/00201220.wav,02012,00201220,13,一,yī,1,9.8567,9.9368,0.0801,0.5093,good,,1
R029,00203511_10,alignment_pilot_segments/00203511_10.wav,../../../private-data/ompal/wav/SPEAKER02035/00203511.wav,02035,00203511,10,福,fú,2,5.6767,5.7770,0.1003,0.9881,good,,0
R030,00202320_08,alignment_pilot_segments/00202320_08.wav,../../../private-data/ompal/wav/SPEAKER02023/00202320.wav,02023,00202320,8,話,huà,4,4.4582,4.5988,0.1406,0.9952,good,,1
R031,00203126_00,alignment_pilot_segments/00203126_00.wav,../../../private-data/ompal/wav/SPEAKER02031/00203126.wav,02031,00203126,0,就,jiù,4,1.4060,1.5466,0.1406,0.8172,good,,1
R032,00201220_15,alignment_pilot_segments/00201220_15.wav,../../../private-data/ompal/wav/SPEAKER02012/00201220.wav,02012,00201220,15,床,chuáng,2,10.4778,10.9986,0.5209,0.9327,good,,1
R033,00204229_02,alignment_pilot_segments/00204229_02.wav,../../../private-data/ompal/wav/SPEAKER02042/00204229.wav,02042,00204229,2,用,yòng,4,1.6838,1.8842,0.2004,0.9913,good,,1
R034,00203711_08,alignment_pilot_segments/00203711_08.wav,../../../private-data/ompal/wav/SPEAKER02037/00203711.wav,02037,00203711,8,表,biǎo,3,2.6124,2.8335,0.2211,0.8323,good,,1
R035,00200720_03,alignment_pilot_segments/00200720_03.wav,../../../private-data/ompal/wav/SPEAKER02007/00200720.wav,02007,00200720,3,一,yī,1,1.9241,2.0043,0.0802,0.4918,good,,0
R036,00202120_08,alignment_pilot_segments/00202120_08.wav,../../../private-data/ompal/wav/SPEAKER02021/00202120.wav,02021,00202120,8,兩,liǎng,3,3.6453,3.9457,0.3004,0.5066,good,,0
R037,00203011_06,alignment_pilot_segments/00203011_06.wav,../../../private-data/ompal/wav/SPEAKER02030/00203011.wav,02030,00203011,6,福,fú,2,3.3890,3.5294,0.1404,0.9403,good,,0
R038,00203929_05,alignment_pilot_segments/00203929_05.wav,../../../private-data/ompal/wav/SPEAKER02039/00203929.wav,02039,00203929,5,發,fā,1,3.5872,3.7074,0.1202,0.9951,good,,0
R039,00201914_08,alignment_pilot_segments/00201914_08.wav,../../../private-data/ompal/wav/SPEAKER02019/00201914.wav,02019,00201914,8,花,huā,1,4.4126,4.5530,0.1404,0.9655,good,,1
R040,00202711_08,alignment_pilot_segments/00202711_08.wav,../../../private-data/ompal/wav/SPEAKER02027/00202711.wav,02027,00202711,8,表,biǎo,3,6.1944,6.4350,0.2406,0.9874,good,,0
R041,00202518_10,alignment_pilot_segments/00202518_10.wav,../../../private-data/ompal/wav/SPEAKER02025/00202518.wav,02025,00202518,10,服,fú,2,4.7988,4.9394,0.1406,0.9416,good,,1
R042,00201820_05,alignment_pilot_segments/00201820_05.wav,../../../private-data/ompal/wav/SPEAKER02018/00201820.wav,02018,00201820,5,小,xiǎo,3,2.9639,3.3043,0.3404,0.9783,good,,0
R043,00204126_02,alignment_pilot_segments/00204126_02.wav,../../../private-data/ompal/wav/SPEAKER02041/00204126.wav,02041,00204126,2,年,nián,2,1.7057,1.9064,0.2007,0.9887,good,,1
R044,00203229_07,alignment_pilot_segments/00203229_07.wav,../../../private-data/ompal/wav/SPEAKER02032/00203229.wav,02032,00203229,7,條,tiáo,2,2.8512,3.0520,0.2008,0.9145,good,,0
R045,00203829_03,alignment_pilot_segments/00203829_03.wav,../../../private-data/ompal/wav/SPEAKER02038/00203829.wav,02038,00203829,3,手,shǒu,3,4.3879,4.5482,0.1603,0.9886,good,,1
R046,00204426_09,alignment_pilot_segments/00204426_09.wav,../../../private-data/ompal/wav/SPEAKER02044/00204426.wav,02044,00204426,9,裡,lǐ,3,5.1168,5.2171,0.1003,0.9416,good,,1
R047,00202526_08,alignment_pilot_segments/00202526_08.wav,../../../private-data/ompal/wav/SPEAKER02025/00202526.wav,02025,00202526,8,館,guǎn,3,2.9738,3.1949,0.2210,0.9888,good,,0
R048,00202220_01,alignment_pilot_segments/00202220_01.wav,../../../private-data/ompal/wav/SPEAKER02022/00202220.wav,02022,00202220,1,邊,biān,1,0.6410,0.9616,0.3205,0.7277,good,,1
R049,00200120_00,alignment_pilot_segments/00200120_00.wav,../../../private-data/ompal/wav/SPEAKER02001/00200120.wav,02001,00200120,0,裡,lǐ,3,0.7405,0.8406,0.1001,0.9862,good,,1
R050,00204526_03,alignment_pilot_segments/00204526_03.wav,../../../private-data/ompal/wav/SPEAKER02045/00204526.wav,02045,00204526,3,夜,yè,4,1.1647,1.2651,0.1004,0.9960,good,,0
R051,00202629_08,alignment_pilot_segments/00202629_08.wav,../../../private-data/ompal/wav/SPEAKER02026/00202629.wav,02026,00202629,8,短,duǎn,3,10.6982,10.9787,0.2805,0.9856,good,,0
R052,00203026_03,alignment_pilot_segments/00203026_03.wav,../../../private-data/ompal/wav/SPEAKER02030/00203026.wav,02030,00203026,3,夜,yè,4,0.7421,0.8423,0.1003,0.7343,good,,0
R053,00201420_00,alignment_pilot_segments/00201420_00.wav,../../../private-data/ompal/wav/SPEAKER02014/00201420.wav,02014,00201420,0,裡,lǐ,3,0.9019,1.0022,0.1002,0.9115,good,,0
R054,00204426_00,alignment_pilot_segments/00204426_00.wav,../../../private-data/ompal/wav/SPEAKER02044/00204426.wav,02044,00204426,0,就,jiù,4,0.8227,0.9832,0.1605,0.5183,good,,1
R055,00203626_08,alignment_pilot_segments/00203626_08.wav,../../../private-data/ompal/wav/SPEAKER02036/00203626.wav,02036,00203626,8,館,guǎn,3,6.2755,6.4559,0.1804,0.9672,good,,0
R056,00204126_03,alignment_pilot_segments/00204126_03.wav,../../../private-data/ompal/wav/SPEAKER02041/00204126.wav,02041,00204126,3,夜,yè,4,1.9666,2.0468,0.0803,0.9948,good,,1
R057,00202014_03,alignment_pilot_segments/00202014_03.wav,../../../private-data/ompal/wav/SPEAKER02020/00202014.wav,02020,00202014,3,名,míng,2,0.8257,1.0069,0.1812,0.8876,good,,1
R058,00201514_06,alignment_pilot_segments/00201514_06.wav,../../../private-data/ompal/wav/SPEAKER02015/00201514.wav,02015,00201514,6,是,shì,4,3.5922,3.7327,0.1405,0.9260,good,,1
R059,00203929_03,alignment_pilot_segments/00203929_03.wav,../../../private-data/ompal/wav/SPEAKER02039/00203929.wav,02039,00203929,3,手,shǒu,3,1.9840,2.2244,0.2405,0.9699,good,,0
R060,00203529_07,alignment_pilot_segments/00203529_07.wav,../../../private-data/ompal/wav/SPEAKER02035/00203529.wav,02035,00203529,7,條,tiáo,2,4.1459,4.4864,0.3405,0.7665,good,,0
R061,00202829_07,alignment_pilot_segments/00202829_07.wav,../../../private-data/ompal/wav/SPEAKER02028/00202829.wav,02028,00202829,7,條,tiáo,2,2.9053,3.2660,0.3607,0.8708,good,,0
R062,00202901_01,alignment_pilot_segments/00202901_01.wav,../../../private-data/ompal/wav/SPEAKER02029/00202901.wav,02029,00202901,1,國,guó,2,1.0237,1.1642,0.1405,0.9929,good,,1
R063,00204311_06,alignment_pilot_segments/00204311_06.wav,../../../private-data/ompal/wav/SPEAKER02043/00204311.wav,02043,00204311,6,福,fú,2,1.5877,1.7284,0.1407,0.9883,good,,0
R064,00204311_11,alignment_pilot_segments/00204311_11.wav,../../../private-data/ompal/wav/SPEAKER02043/00204311.wav,02043,00204311,11,到,dào,4,3.5574,3.7985,0.2412,0.9715,good,,1
R065,00201814_00,alignment_pilot_segments/00201814_00.wav,../../../private-data/ompal/wav/SPEAKER02018/00201814.wav,02018,00201814,0,小,xiǎo,3,0.3614,0.6225,0.2610,0.8757,good,,0
R066,00203611_08,alignment_pilot_segments/00203611_08.wav,../../../private-data/ompal/wav/SPEAKER02036/00203611.wav,02036,00203611,8,表,biǎo,3,7.3512,7.7719,0.4206,0.4170,good,,0
R067,00200620_01,alignment_pilot_segments/00200620_01.wav,../../../private-data/ompal/wav/SPEAKER02006/00200620.wav,02006,00200620,1,邊,biān,1,0.7412,1.0817,0.3405,0.9880,good,,0
R068,00200217_03,alignment_pilot_segments/00200217_03.wav,../../../private-data/ompal/wav/SPEAKER02002/00200217.wav,02002,00200217,3,房,fáng,2,2.3744,2.6159,0.2415,0.9428,good,,1
R069,00201117_03,alignment_pilot_segments/00201117_03.wav,../../../private-data/ompal/wav/SPEAKER02011/00201117.wav,02011,00201117,3,房,fáng,2,2.0327,2.3346,0.3019,0.7510,good,,1
R070,00201314_08,alignment_pilot_segments/00201314_08.wav,../../../private-data/ompal/wav/SPEAKER02013/00201314.wav,02013,00201314,8,花,huā,1,2.4362,2.5973,0.1611,0.9982,good,,0
R071,00204611_11,alignment_pilot_segments/00204611_11.wav,../../../private-data/ompal/wav/SPEAKER02046/00204611.wav,02046,00204611,11,到,dào,4,4.0971,4.3180,0.2209,0.9969,good,,1
R072,00200414_01,alignment_pilot_segments/00200414_01.wav,../../../private-data/ompal/wav/SPEAKER02004/00200414.wav,02004,00200414,1,貓,māo,1,0.7840,1.0253,0.2412,0.9188,good,,1
