audio,dataset_index,utt_id,corpus,speaker_id,speaker_variety,speech_type,word,word_script,pinyin,pinyin_variety,pinyin_source,syllable_base,tone
SSB03410058_w000_ni2.wav,990,SSB03410058,aishell3-derived,SSB0341,mainland,native,你,simplified,ni2,mainland,corpus,ni,2
SSB03410061_w003_zai4.wav,997,SSB03410061,aishell3-derived,SSB0341,mainland,native,在,simplified,zai4,mainland,corpus,zai,4
SSB03410066_w000_ni3.wav,999,SSB03410066,aishell3-derived,SSB0341,mainland,native,你,simplified,ni3,mainland,corpus,ni,3
SSB03410070_w002_qu4.wav,1011,SSB03410070,aishell3-derived,SSB0341,mainland,native,去,simplified,qu4,mainland,corpus,qu,4
SSB03410072_w000_qing3.wav,1013,SSB03410072,aishell3-derived,SSB0341,mainland,native,请,simplified,qing3,mainland,corpus,qing,3
SSB00120191_w000_wo2.wav,1019,SSB00120191,aishell3-derived,SSB0012,mainland,native,我,simplified,wo2,mainland,corpus,wo,2
SSB00120201_w000_cong2.wav,1040,SSB00120201,aishell3-derived,SSB0012,mainland,native,从,simplified,cong2,mainland,corpus,cong,2
SSB00120201_w004_jiu4.wav,1044,SSB00120201,aishell3-derived,SSB0012,mainland,native,就,simplified,jiu4,mainland,corpus,jiu,4
SSB00120209_w000_ta1.wav,1050,SSB00120209,aishell3-derived,SSB0012,mainland,native,他,simplified,ta1,mainland,corpus,ta,1
SSB00120211_w001_zai4.wav,1057,SSB00120211,aishell3-derived,SSB0012,mainland,native,再,simplified,zai4,mainland,corpus,zai,4
SSB00120230_w000_wo3.wav,1063,SSB00120230,aishell3-derived,SSB0012,mainland,native,我,simplified,wo3,mainland,corpus,wo,3
SSB00120276_w000_dan4.wav,1100,SSB00120276,aishell3-derived,SSB0012,mainland,native,但,simplified,dan4,mainland,corpus,dan,4
SSB00120292_w000_chao1.wav,1116,SSB00120292,aishell3-derived,SSB0012,mainland,native,超,simplified,chao1,mainland,corpus,chao,1
SSB00120295_w000_bing4.wav,1122,SSB00120295,aishell3-derived,SSB0012,mainland,native,并,simplified,bing4,mainland,corpus,bing,4
SSB00120296_w000_yu3.wav,1129,SSB00120296,aishell3-derived,SSB0012,mainland,native,与,simplified,yu3,mainland,corpus,yu,3
SSB00120340_w000_wo2.wav,1157,SSB00120340,aishell3-derived,SSB0012,mainland,native,我,simplified,wo2,mainland,corpus,wo,2
SSB00120340_w005_jiu4.wav,1162,SSB00120340,aishell3-derived,SSB0012,mainland,native,就,simplified,jiu4,mainland,corpus,jiu,4
SSB00120378_w006_he2.wav,1196,SSB00120378,aishell3-derived,SSB0012,mainland,native,和,simplified,he2,mainland,corpus,he,2
SSB00120410_w001_wo3.wav,1212,SSB00120410,aishell3-derived,SSB0012,mainland,native,我,simplified,wo3,mainland,corpus,wo,3
SSB00120414_w001_shi4.wav,1216,SSB00120414,aishell3-derived,SSB0012,mainland,native,事,simplified,shi4,mainland,corpus,shi,4
SSB00120414_w002_wo2.wav,1217,SSB00120414,aishell3-derived,SSB0012,mainland,native,我,simplified,wo2,mainland,corpus,wo,2
SSB00120414_w003_zhi3.wav,1218,SSB00120414,aishell3-derived,SSB0012,mainland,native,只,simplified,zhi3,mainland,corpus,zhi,3
SSB00120420_w000_zhe4.wav,1221,SSB00120420,aishell3-derived,SSB0012,mainland,native,这,simplified,zhe4,mainland,corpus,zhe,4
SSB00120449_w000_zhe4.wav,1235,SSB00120449,aishell3-derived,SSB0012,mainland,native,这,simplified,zhe4,mainland,corpus,zhe,4
SSB00120457_w001_tai4.wav,1243,SSB00120457,aishell3-derived,SSB0012,mainland,native,太,simplified,tai4,mainland,corpus,tai,4
SSB00120471_w002_jiu4.wav,1251,SSB00120471,aishell3-derived,SSB0012,mainland,native,就,simplified,jiu4,mainland,corpus,jiu,4
SSB00120473_w003_dui4.wav,1256,SSB00120473,aishell3-derived,SSB0012,mainland,native,对,simplified,dui4,mainland,corpus,dui,4
SSB00120479_w001_wo3.wav,1265,SSB00120479,aishell3-derived,SSB0012,mainland,native,我,simplified,wo3,mainland,corpus,wo,3
SSB00120483_w001_ye3.wav,1270,SSB00120483,aishell3-derived,SSB0012,mainland,native,也,simplified,ye3,mainland,corpus,ye,3
SSB00120500_w000_wo3.wav,1278,SSB00120500,aishell3-derived,SSB0012,mainland,native,我,simplified,wo3,mainland,corpus,wo,3
SSB00120503_w001_hui4.wav,1283,SSB00120503,aishell3-derived,SSB0012,mainland,native,会,simplified,hui4,mainland,corpus,hui,4
SSB00120509_w000_cong2.wav,1286,SSB00120509,aishell3-derived,SSB0012,mainland,native,从,simplified,cong2,mainland,corpus,cong,2
SSB00160010_w000_wo3.wav,1294,SSB00160010,aishell3-derived,SSB0016,mainland,native,我,simplified,wo3,mainland,corpus,wo,3
SSB00160012_w000_ni3.wav,1303,SSB00160012,aishell3-derived,SSB0016,mainland,native,你,simplified,ni3,mainland,corpus,ni,3
SSB00160014_w000_ni3.wav,1306,SSB00160014,aishell3-derived,SSB0016,mainland,native,你,simplified,ni3,mainland,corpus,ni,3
SSB00160016_w000_shi4.wav,1314,SSB00160016,aishell3-derived,SSB0016,mainland,native,是,simplified,shi4,mainland,corpus,shi,4
SSB00160040_w003_wo3.wav,1337,SSB00160040,aishell3-derived,SSB0016,mainland,native,我,simplified,wo3,mainland,corpus,wo,3
SSB00160053_w001_shi4.wav,1351,SSB00160053,aishell3-derived,SSB0016,mainland,native,是,simplified,shi4,mainland,corpus,shi,4
SSB00160057_w002_bei4.wav,1355,SSB00160057,aishell3-derived,SSB0016,mainland,native,被,simplified,bei4,mainland,corpus,bei,4
SSB00160066_w000_zhe4.wav,1365,SSB00160066,aishell3-derived,SSB0016,mainland,native,这,simplified,zhe4,mainland,corpus,zhe,4
SSB00160070_w003_dui4.wav,1376,SSB00160070,aishell3-derived,SSB0016,mainland,native,对,simplified,dui4,mainland,corpus,dui,4
SSB00160118_w000_dan4.wav,1416,SSB00160118,aishell3-derived,SSB0016,mainland,native,但,simplified,dan4,mainland,corpus,dan,4
SSB00160125_w002_zuo4.wav,1426,SSB00160125,aishell3-derived,SSB0016,mainland,native,做,simplified,zuo4,mainland,corpus,zuo,4
SSB00160142_w000_dan4.wav,1437,SSB00160142,aishell3-derived,SSB0016,mainland,native,但,simplified,dan4,mainland,corpus,dan,4
SSB00160142_w002_zuo4.wav,1439,SSB00160142,aishell3-derived,SSB0016,mainland,native,做,simplified,zuo4,mainland,corpus,zuo,4
SSB00160146_w000_ta1.wav,1446,SSB00160146,aishell3-derived,SSB0016,mainland,native,他,simplified,ta1,mainland,corpus,ta,1
SSB00160157_w000_dan4.wav,1455,SSB00160157,aishell3-derived,SSB0016,mainland,native,但,simplified,dan4,mainland,corpus,dan,4
SSB00160160_w002_yao4.wav,1469,SSB00160160,aishell3-derived,SSB0016,mainland,native,要,simplified,yao4,mainland,corpus,yao,4
SSB00160164_w000_wo2.wav,1471,SSB00160164,aishell3-derived,SSB0016,mainland,native,我,simplified,wo2,mainland,corpus,wo,2
SSB00160167_w001_ba3.wav,1477,SSB00160167,aishell3-derived,SSB0016,mainland,native,把,simplified,ba3,mainland,corpus,ba,3
SSB00160167_w004_quan2.wav,1480,SSB00160167,aishell3-derived,SSB0016,mainland,native,全,simplified,quan2,mainland,corpus,quan,2
SSB00160170_w003_huan4.wav,1486,SSB00160170,aishell3-derived,SSB0016,mainland,native,换,simplified,huan4,mainland,corpus,huan,4
SSB00160199_w003_ke3.wav,1515,SSB00160199,aishell3-derived,SSB0016,mainland,native,可,simplified,ke3,mainland,corpus,ke,3
SSB00160211_w000_wo2.wav,1518,SSB00160211,aishell3-derived,SSB0016,mainland,native,我,simplified,wo2,mainland,corpus,wo,2
SSB00160224_w000_ni3.wav,1527,SSB00160224,aishell3-derived,SSB0016,mainland,native,你,simplified,ni3,mainland,corpus,ni,3
SSB00160255_w000_wo2.wav,1543,SSB00160255,aishell3-derived,SSB0016,mainland,native,我,simplified,wo2,mainland,corpus,wo,2
SSB00160262_w000_dan4.wav,1550,SSB00160262,aishell3-derived,SSB0016,mainland,native,但,simplified,dan4,mainland,corpus,dan,4
SSB00160263_w003_dou1.wav,1558,SSB00160263,aishell3-derived,SSB0016,mainland,native,都,simplified,dou1,mainland,corpus,dou,1
SSB00160270_w004_meng4.wav,1565,SSB00160270,aishell3-derived,SSB0016,mainland,native,梦,simplified,meng4,mainland,corpus,meng,4
SSB00160277_w000_fang4.wav,1571,SSB00160277,aishell3-derived,SSB0016,mainland,native,放,simplified,fang4,mainland,corpus,fang,4
SSB00160282_w002_you2.wav,1578,SSB00160282,aishell3-derived,SSB0016,mainland,native,有,simplified,you2,mainland,corpus,you,2
SSB00160291_w001_shuang1.wav,1583,SSB00160291,aishell3-derived,SSB0016,mainland,native,双,simplified,shuang1,mainland,corpus,shuang,1
SSB00160295_w001_wo3.wav,1593,SSB00160295,aishell3-derived,SSB0016,mainland,native,我,simplified,wo3,mainland,corpus,wo,3
SSB00160299_w000_you3.wav,1597,SSB00160299,aishell3-derived,SSB0016,mainland,native,有,simplified,you3,mainland,corpus,you,3
SSB00160304_w000_tian1.wav,1601,SSB00160304,aishell3-derived,SSB0016,mainland,native,天,simplified,tian1,mainland,corpus,tian,1
SSB00160419_w000_ni2.wav,1610,SSB00160419,aishell3-derived,SSB0016,mainland,native,你,simplified,ni2,mainland,corpus,ni,2
SSB00160435_w002_ye3.wav,1622,SSB00160435,aishell3-derived,SSB0016,mainland,native,也,simplified,ye3,mainland,corpus,ye,3
SSB00160435_w005_qu4.wav,1625,SSB00160435,aishell3-derived,SSB0016,mainland,native,去,simplified,qu4,mainland,corpus,qu,4
SSB00160471_w001_na4.wav,1648,SSB00160471,aishell3-derived,SSB0016,mainland,native,那,simplified,na4,mainland,corpus,na,4
SSB00160475_w001_zai4.wav,1651,SSB00160475,aishell3-derived,SSB0016,mainland,native,在,simplified,zai4,mainland,corpus,zai,4
SSB00160495_w001_jin4.wav,1672,SSB00160495,aishell3-derived,SSB0016,mainland,native,近,simplified,jin4,mainland,corpus,jin,4
SSB00160506_w000_tong2.wav,1676,SSB00160506,aishell3-derived,SSB0016,mainland,native,同,simplified,tong2,mainland,corpus,tong,2
SSB00380002_w000_dui4.wav,1682,SSB00380002,aishell3-derived,SSB0038,mainland,native,对,simplified,dui4,mainland,corpus,dui,4
SSB00380002_w002_ben3.wav,1684,SSB00380002,aishell3-derived,SSB0038,mainland,native,本,simplified,ben3,mainland,corpus,ben,3
SSB00380005_w001_ba3.wav,1689,SSB00380005,aishell3-derived,SSB0038,mainland,native,把,simplified,ba3,mainland,corpus,ba,3
SSB00380015_w000_cai2.wav,1697,SSB00380015,aishell3-derived,SSB0038,mainland,native,才,simplified,cai2,mainland,corpus,cai,2
SSB00380015_w002_zhe4.wav,1699,SSB00380015,aishell3-derived,SSB0038,mainland,native,这,simplified,zhe4,mainland,corpus,zhe,4
SSB00380021_w000_dui4.wav,1704,SSB00380021,aishell3-derived,SSB0038,mainland,native,对,simplified,dui4,mainland,corpus,dui,4
SSB00380027_w000_shi4.wav,1723,SSB00380027,aishell3-derived,SSB0038,mainland,native,是,simplified,shi4,mainland,corpus,shi,4
SSB00380048_w002_yang3.wav,1731,SSB00380048,aishell3-derived,SSB0038,mainland,native,养,simplified,yang3,mainland,corpus,yang,3
SSB00380079_w001_zuo4.wav,1742,SSB00380079,aishell3-derived,SSB0038,mainland,native,做,simplified,zuo4,mainland,corpus,zuo,4
SSB00380079_w004_dou1.wav,1745,SSB00380079,aishell3-derived,SSB0038,mainland,native,都,simplified,dou1,mainland,corpus,dou,1
SSB00380087_w000_dui4.wav,1748,SSB00380087,aishell3-derived,SSB0038,mainland,native,对,simplified,dui4,mainland,corpus,dui,4
SSB00380087_w006_he2.wav,1754,SSB00380087,aishell3-derived,SSB0038,mainland,native,和,simplified,he2,mainland,corpus,he,2
SSB00380113_w001_yao1.wav,1771,SSB00380113,aishell3-derived,SSB0038,mainland,native,要,simplified,yao1,mainland,corpus,yao,1
SSB00380119_w002_jiu4.wav,1784,SSB00380119,aishell3-derived,SSB0038,mainland,native,就,simplified,jiu4,mainland,corpus,jiu,4
SSB00380119_w005_ni3.wav,1787,SSB00380119,aishell3-derived,SSB0038,mainland,native,你,simplified,ni3,mainland,corpus,ni,3
SSB00380129_w000_zai4.wav,1793,SSB00380129,aishell3-derived,SSB0038,mainland,native,在,simplified,zai4,mainland,corpus,zai,4
SSB00380152_w000_shuo1.wav,1802,SSB00380152,aishell3-derived,SSB0038,mainland,native,说,simplified,shuo1,mainland,corpus,shuo,1
SSB00380152_w003_bei4.wav,1805,SSB00380152,aishell3-derived,SSB0038,mainland,native,被,simplified,bei4,mainland,corpus,bei,4
SSB00380188_w000_zai4.wav,1823,SSB00380188,aishell3-derived,SSB0038,mainland,native,在,simplified,zai4,mainland,corpus,zai,4
SSB00380195_w002_zai4.wav,1831,SSB00380195,aishell3-derived,SSB0038,mainland,native,在,simplified,zai4,mainland,corpus,zai,4
SSB00380196_w000_zuo4.wav,1833,SSB00380196,aishell3-derived,SSB0038,mainland,native,做,simplified,zuo4,mainland,corpus,zuo,4
SSB00380199_w000_dan4.wav,1841,SSB00380199,aishell3-derived,SSB0038,mainland,native,但,simplified,dan4,mainland,corpus,dan,4
SSB00380215_w000_jiang1.wav,1863,SSB00380215,aishell3-derived,SSB0038,mainland,native,将,simplified,jiang1,mainland,corpus,jiang,1
SSB00380215_w002_dui4.wav,1865,SSB00380215,aishell3-derived,SSB0038,mainland,native,对,simplified,dui4,mainland,corpus,dui,4
SSB00380218_w000_wo3.wav,1879,SSB00380218,aishell3-derived,SSB0038,mainland,native,我,simplified,wo3,mainland,corpus,wo,3
