story_id,story_title,published,lesson_number,tier,frame_index,word_index,word,question_type,prompt,correct_answer,translation,pinyin,part_of_speech,options_from_source,context_sentence,source,validation_status,validation_errors,lesson_sub_order
custom-story-1785137028726,我們去喝下午茶,True,5,hard,0,0,友美,cloze,Choose the most contextually appropriate word for the blank.,友美,Youmei (person’s name),yǒu měi,N,"[""房間"", ""巧克力"", ""家""]",____，這個星期快結束了，妳這個週末打算做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,hard,0,0,友美,pos,Classify the grammatical category of 「友美」 as used in the sentence.,N,Youmei (person’s name),yǒu měi,N,"[""Adv"", ""Prep"", ""Adj""]",友美，這個星期快結束了，妳這個週末打算做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,easy,0,1,週末,translation,週末,weekend,weekend,zhōu mò,N,"[""Youmei (person’s name)"", ""home"", ""this weekend""]",友美，妳這個週末要做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,easy,0,1,週末,reverse,weekend,週末,weekend,zhōu mò,N,"[""這個週末"", ""家"", ""友美"", ""週末""]",友美，妳這個週末要做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,easy,0,1,週末,listening,🔊 Listen and choose the word you hear.,週末,weekend,zhōu mò,N,"[""這個週末"", ""週末"", ""友美"", ""家""]",,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,easy,0,1,週末,pinyin,Choose the correct pinyin for 「週末」.,zhōu mò,weekend,zhōu mò,N,"[""zhōu mó"", ""zhōu mǒ"", ""zhōu mò"", ""zhōu mō""]",友美，妳這個週末要做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,easy,0,1,週末,cloze,Complete the sentence.,週末,weekend,zhōu mò,N,"[""星期六"", ""家"", ""冰淇淋""]",友美，妳這個____要做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,easy,0,1,週末,pos,What is the part of speech of 「週末」?,N,weekend,zhōu mò,N,"[""Pron"", ""Adj"", ""V""]",友美，妳這個週末要做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,0,1,週末,translation,Choose the best English meaning of 「週末」.,weekend,weekend,zhōu mò,N,"[""afternoon tea"", ""cafe"", ""chocolate""]",友美，週末快到了，妳這個週末想做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,0,1,週末,reverse,Choose the Chinese word for “weekend”.,週末,weekend,zhōu mò,N,"[""巧克力"", ""下午茶"", ""咖啡廳"", ""週末""]",友美，週末快到了，妳這個週末想做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,0,1,週末,listening,🔊 Listen and choose the word you hear.,週末,weekend,zhōu mò,N,"[""咖啡廳"", ""巧克力"", ""下午茶"", ""週末""]",,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,0,1,週末,pinyin,Choose the correct pinyin and tone pattern for 「週末」.,zhōu mò,weekend,zhōu mò,N,"[""zhōu mó"", ""zhōu mǒ"", ""zhōu mò"", ""zhōu mō""]",友美，週末快到了，妳這個週末想做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,0,1,週末,cloze,Choose the word that best completes the sentence.,週末,weekend,zhōu mò,N,"[""友美"", ""媽"", ""下午茶""]",友美，____快到了，妳這個想做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,0,1,週末,pos,"In this sentence, what part of speech is 「週末」?",N,weekend,zhōu mò,N,"[""Loc"", ""MW"", ""V""]",友美，週末快到了，妳這個週末想做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,hard,0,1,週末,translation,"In 「友美，這個星期快結束了，妳這個週末打算做什麼？」, what does 「週末」 mean?",weekend,weekend,zhōu mò,N,"[""Saturday"", ""afternoon"", ""birthday""]",友美，這個星期快結束了，妳這個週末打算做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,hard,0,1,週末,reverse,Which Chinese word best matches “weekend” in this lesson context?,週末,weekend,zhōu mò,N,"[""下午"", ""生日"", ""星期六"", ""週末""]",友美，這個星期快結束了，妳這個週末打算做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,hard,0,1,週末,listening,🔊 Listen and choose the word you hear.,週末,weekend,zhōu mò,N,"[""生日"", ""星期六"", ""下午"", ""週末""]",,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,hard,0,1,週末,pinyin,Which pinyin exactly matches the lexical tones of 「週末」?,zhōu mò,weekend,zhōu mò,N,"[""zhōu mǒ"", ""zhōu mó"", ""zhōu mò"", ""zhōu mō""]",友美，這個星期快結束了，妳這個週末打算做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,hard,0,1,週末,cloze,Choose the most contextually appropriate word for the blank.,週末,weekend,zhōu mò,N,"[""錢包"", ""冰淇淋"", ""房間""]",友美，這個星期快結束了，妳這個____打算做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,hard,0,1,週末,pos,Classify the grammatical category of 「週末」 as used in the sentence.,N,weekend,zhōu mò,N,"[""Prep"", ""Quant"", ""MW""]",友美，這個星期快結束了，妳這個週末打算做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,easy,0,2,做,translation,做,to do / make,to do / make,zuò,V,"[""home"", ""what"", ""Youmei (person’s name)""]",友美，妳這個週末要做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,easy,0,2,做,reverse,to do / make,做,to do / make,zuò,V,"[""家"", ""做"", ""什麼"", ""友美""]",友美，妳這個週末要做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,easy,0,2,做,listening,🔊 Listen and choose the word you hear.,做,to do / make,zuò,V,"[""做"", ""什麼"", ""友美"", ""家""]",,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,easy,0,2,做,pinyin,Choose the correct pinyin for 「做」.,zuò,to do / make,zuò,V,"[""zuō"", ""zuǒ"", ""zuó"", ""zuò""]",友美，妳這個週末要做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,easy,0,2,做,cloze,Complete the sentence.,做,to do / make,zuò,V,"[""幫"", ""看書"", ""聽音樂""]",友美，妳這個週末要____什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,easy,0,2,做,pos,What is the part of speech of 「做」?,V,to do / make,zuò,V,"[""Loc"", ""MW"", ""Quant""]",友美，妳這個週末要做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,0,2,做,translation,Choose the best English meaning of 「做」.,to do / make,to do / make,zuò,V,"[""to read"", ""to want"", ""to want / need""]",友美，週末快到了，妳這個週末想做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,0,2,做,reverse,Choose the Chinese word for “to do / make”.,做,to do / make,zuò,V,"[""看書"", ""想"", ""要"", ""做""]",友美，週末快到了，妳這個週末想做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,0,2,做,listening,🔊 Listen and choose the word you hear.,做,to do / make,zuò,V,"[""做"", ""要"", ""看書"", ""想""]",,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,0,2,做,pinyin,Choose the correct pinyin and tone pattern for 「做」.,zuò,to do / make,zuò,V,"[""zuō"", ""zuó"", ""zuǒ"", ""zuò""]",友美，週末快到了，妳這個週末想做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,0,2,做,cloze,Choose the word that best completes the sentence.,做,to do / make,zuò,V,"[""要"", ""喝"", ""有""]",友美，週末快到了，妳這個週末想____什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,0,2,做,pos,"In this sentence, what part of speech is 「做」?",V,to do / make,zuò,V,"[""Adj"", ""MW"", ""Pron""]",友美，週末快到了，妳這個週末想做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,hard,0,2,做,translation,"In 「友美，這個星期快結束了，妳這個週末打算做什麼？」, what does 「做」 mean?",to do / make,to do / make,zuò,V,"[""to rest"", ""to want"", ""to go""]",友美，這個星期快結束了，妳這個週末打算做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,hard,0,2,做,reverse,Which Chinese word best matches “to do / make” in this lesson context?,做,to do / make,zuò,V,"[""去"", ""想"", ""做"", ""休息""]",友美，這個星期快結束了，妳這個週末打算做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,hard,0,2,做,listening,🔊 Listen and choose the word you hear.,做,to do / make,zuò,V,"[""做"", ""想"", ""去"", ""休息""]",,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,hard,0,2,做,pinyin,Which pinyin exactly matches the lexical tones of 「做」?,zuò,to do / make,zuò,V,"[""zuǒ"", ""zuò"", ""zuō"", ""zuó""]",友美，這個星期快結束了，妳這個週末打算做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,hard,0,2,做,cloze,Choose the most contextually appropriate word for the blank.,做,to do / make,zuò,V,"[""做飯"", ""要"", ""知道""]",友美，這個星期快結束了，妳這個週末打算____什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,hard,0,2,做,pos,Classify the grammatical category of 「做」 as used in the sentence.,V,to do / make,zuò,V,"[""Adv"", ""Pron"", ""Loc""]",友美，這個星期快結束了，妳這個週末打算做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,easy,0,3,這個週末,translation,這個週末,this weekend,this weekend,zhè ge zhōumò,TimeExpr,"[""home"", ""to do / make"", ""what""]",友美，妳這個週末要做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,easy,0,3,這個週末,reverse,this weekend,這個週末,this weekend,zhè ge zhōumò,TimeExpr,"[""做"", ""家"", ""什麼"", ""這個週末""]",友美，妳這個週末要做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,easy,0,3,這個週末,listening,🔊 Listen and choose the word you hear.,這個週末,this weekend,zhè ge zhōumò,TimeExpr,"[""這個週末"", ""家"", ""什麼"", ""做""]",,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,easy,0,3,這個週末,pinyin,Choose the correct pinyin for 「這個週末」.,zhè ge zhōumò,this weekend,zhè ge zhōumò,TimeExpr,"[""zhè ge zhōumò"", ""zhè ge zhōumǒ"", ""zhè ge zhōumó"", ""zhè ge zhōumō""]",友美，妳這個週末要做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,easy,0,3,這個週末,cloze,Complete the sentence.,這個週末,this weekend,zhè ge zhōumò,TimeExpr,"[""在"", ""要"", ""看書""]",友美，妳____要做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,0,3,這個週末,translation,Choose the best English meaning of 「這個週末」.,this weekend,this weekend,zhè ge zhōumò,TimeExpr,"[""today"", ""Sunday"", ""tomorrow""]",友美，週末快到了，妳這個週末想做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,0,3,這個週末,reverse,Choose the Chinese word for “this weekend”.,這個週末,this weekend,zhè ge zhōumò,TimeExpr,"[""明天"", ""這個週末"", ""今天"", ""星期日""]",友美，週末快到了，妳這個週末想做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,0,3,這個週末,listening,🔊 Listen and choose the word you hear.,這個週末,this weekend,zhè ge zhōumò,TimeExpr,"[""今天"", ""星期日"", ""明天"", ""這個週末""]",,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,0,3,這個週末,pinyin,Choose the correct pinyin and tone pattern for 「這個週末」.,zhè ge zhōumò,this weekend,zhè ge zhōumò,TimeExpr,"[""zhè ge zhōumò"", ""zhè ge zhōumō"", ""zhè ge zhōumǒ"", ""zhè ge zhōumó""]",友美，週末快到了，妳這個週末想做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,0,3,這個週末,cloze,Choose the word that best completes the sentence.,這個週末,this weekend,zhè ge zhōumò,TimeExpr,"[""今天"", ""星期日"", ""明天""]",友美，週末快到了，妳____想做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,hard,0,3,這個週末,translation,"In 「友美，這個星期快結束了，妳這個週末打算做什麼？」, what does 「這個週末」 mean?",this weekend,this weekend,zhè ge zhōumò,TimeExpr,"[""evening"", ""Sunday"", ""today""]",友美，這個星期快結束了，妳這個週末打算做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,hard,0,3,這個週末,reverse,Which Chinese word best matches “this weekend” in this lesson context?,這個週末,this weekend,zhè ge zhōumò,TimeExpr,"[""今天"", ""晚上"", ""這個週末"", ""星期日""]",友美，這個星期快結束了，妳這個週末打算做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,hard,0,3,這個週末,listening,🔊 Listen and choose the word you hear.,這個週末,this weekend,zhè ge zhōumò,TimeExpr,"[""這個週末"", ""星期日"", ""今天"", ""晚上""]",,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,hard,0,3,這個週末,pinyin,Which pinyin exactly matches the lexical tones of 「這個週末」?,zhè ge zhōumò,this weekend,zhè ge zhōumò,TimeExpr,"[""zhè ge zhōumǒ"", ""zhè ge zhōumò"", ""zhè ge zhōumō"", ""zhè ge zhōumó""]",友美，這個星期快結束了，妳這個週末打算做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,hard,0,3,這個週末,cloze,Choose the most contextually appropriate word for the blank.,這個週末,this weekend,zhè ge zhōumò,TimeExpr,"[""星期日"", ""晚上"", ""明天""]",友美，這個星期快結束了，妳____打算做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,easy,0,4,什麼,translation,什麼,what,what,shénme,Pron,"[""Youmei (person’s name)"", ""weekend"", ""this weekend""]",友美，妳這個週末要做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,easy,0,4,什麼,reverse,what,什麼,what,shénme,Pron,"[""友美"", ""這個週末"", ""週末"", ""什麼""]",友美，妳這個週末要做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,easy,0,4,什麼,listening,🔊 Listen and choose the word you hear.,什麼,what,shénme,Pron,"[""友美"", ""什麼"", ""週末"", ""這個週末""]",,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,easy,0,4,什麼,pinyin,Choose the correct pinyin for 「什麼」.,shénme,what,shénme,Pron,"[""shěnme"", ""shēnme"", ""shènme"", ""shénme""]",友美，妳這個週末要做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,easy,0,4,什麼,cloze,Complete the sentence.,什麼,what,shénme,Pron,"[""我"", ""哪裡"", ""你""]",友美，妳這個週末要做____？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,easy,0,4,什麼,pos,What is the part of speech of 「什麼」?,Pron,what,shénme,Pron,"[""N"", ""Loc"", ""MW""]",友美，妳這個週末要做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,0,4,什麼,translation,Choose the best English meaning of 「什麼」.,what,what,shénme,Pron,"[""where"", ""you"", ""I""]",友美，週末快到了，妳這個週末想做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,0,4,什麼,reverse,Choose the Chinese word for “what”.,什麼,what,shénme,Pron,"[""我"", ""什麼"", ""哪裡"", ""你""]",友美，週末快到了，妳這個週末想做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,0,4,什麼,listening,🔊 Listen and choose the word you hear.,什麼,what,shénme,Pron,"[""什麼"", ""哪裡"", ""我"", ""你""]",,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,0,4,什麼,pinyin,Choose the correct pinyin and tone pattern for 「什麼」.,shénme,what,shénme,Pron,"[""shénme"", ""shènme"", ""shěnme"", ""shēnme""]",友美，週末快到了，妳這個週末想做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,0,4,什麼,cloze,Choose the word that best completes the sentence.,什麼,what,shénme,Pron,"[""哪裡"", ""我"", ""你""]",友美，週末快到了，妳這個週末想做____？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,0,4,什麼,pos,"In this sentence, what part of speech is 「什麼」?",Pron,what,shénme,Pron,"[""Loc"", ""Adv"", ""N""]",友美，週末快到了，妳這個週末想做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,hard,0,4,什麼,translation,"In 「友美，這個星期快結束了，妳這個週末打算做什麼？」, what does 「什麼」 mean?",what,what,shénme,Pron,"[""who"", ""you"", ""how many""]",友美，這個星期快結束了，妳這個週末打算做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,hard,0,4,什麼,reverse,Which Chinese word best matches “what” in this lesson context?,什麼,what,shénme,Pron,"[""誰"", ""多少"", ""你"", ""什麼""]",友美，這個星期快結束了，妳這個週末打算做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,hard,0,4,什麼,listening,🔊 Listen and choose the word you hear.,什麼,what,shénme,Pron,"[""多少"", ""什麼"", ""誰"", ""你""]",,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,hard,0,4,什麼,pinyin,Which pinyin exactly matches the lexical tones of 「什麼」?,shénme,what,shénme,Pron,"[""shénme"", ""shènme"", ""shěnme"", ""shēnme""]",友美，這個星期快結束了，妳這個週末打算做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,hard,0,4,什麼,cloze,Choose the most contextually appropriate word for the blank.,什麼,what,shénme,Pron,"[""你"", ""我"", ""哪裡""]",友美，這個星期快結束了，妳這個週末打算做____？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,hard,0,4,什麼,pos,Classify the grammatical category of 「什麼」 as used in the sentence.,Pron,what,shénme,Pron,"[""N"", ""Loc"", ""Quant""]",友美，這個星期快結束了，妳這個週末打算做什麼？,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,easy,1,0,我,translation,我,I,I,wǒ,Pron,"[""this weekend"", ""to do / make"", ""at / in""]",我要在家看書、聽音樂。,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,easy,1,0,我,reverse,I,我,I,wǒ,Pron,"[""在"", ""我"", ""做"", ""這個週末""]",我要在家看書、聽音樂。,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,easy,1,0,我,listening,🔊 Listen and choose the word you hear.,我,I,wǒ,Pron,"[""做"", ""我"", ""這個週末"", ""在""]",,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,easy,1,0,我,pinyin,Choose the correct pinyin for 「我」.,wǒ,I,wǒ,Pron,"[""wó"", ""wò"", ""wō"", ""wǒ""]",我要在家看書、聽音樂。,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,easy,1,0,我,cloze,Complete the sentence.,我,I,wǒ,Pron,"[""你"", ""哪裡"", ""什麼""]",____要在家看書、聽音樂。,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,easy,1,0,我,pos,What is the part of speech of 「我」?,Pron,I,wǒ,Pron,"[""MW"", ""Prep"", ""Adj""]",我要在家看書、聽音樂。,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,0,我,translation,Choose the best English meaning of 「我」.,I,I,wǒ,Pron,"[""where"", ""you"", ""what""]",我要在家看書、聽音樂，好好休息。,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,0,我,reverse,Choose the Chinese word for “I”.,我,I,wǒ,Pron,"[""我"", ""什麼"", ""你"", ""哪裡""]",我要在家看書、聽音樂，好好休息。,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,0,我,listening,🔊 Listen and choose the word you hear.,我,I,wǒ,Pron,"[""你"", ""我"", ""什麼"", ""哪裡""]",,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,0,我,pinyin,Choose the correct pinyin and tone pattern for 「我」.,wǒ,I,wǒ,Pron,"[""wò"", ""wō"", ""wǒ"", ""wó""]",我要在家看書、聽音樂，好好休息。,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,0,我,cloze,Choose the word that best completes the sentence.,我,I,wǒ,Pron,"[""哪裡"", ""你"", ""什麼""]",____要在家看書、聽音樂，好好休息。,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,medium,1,0,我,pos,"In this sentence, what part of speech is 「我」?",Pron,I,wǒ,Pron,"[""Adj"", ""Quant"", ""N""]",我要在家看書、聽音樂，好好休息。,verified_v3_book_locked,ok,,1
custom-story-1785137028726,我們去喝下午茶,True,5,hard,1,0,我,translation,"In 「這個星期我太忙了，所以週末我要在家看書、聽音樂，好好休息一下。」, what does 「我」 mean?",I,I,wǒ,Pron,"[""where"", ""you"", ""what""]",這個星期我太忙了，所以週末我要在家看書、聽音樂，好好休息一下。,verified_v3_book_locked,ok,,1
