alignment_success,annotation_id,annotation_version,annotator_id,audio_duration_ms,audio_path,audio_qc_annotator_id,audio_qc_expected_usable,audio_qc_notes,audio_qc_predicted_usable,audio_qc_reasons,audio_qc_reviewed_at,audio_qc_status,char_alignment_status,char_end_ms,char_start_ms,character,character_index,confidence,confidence_correct,consent_note,corpus,correct_expected,correct_incorrect,correct_predicted,dataset_split,detected_tone,device,expected_pinyin,expected_tone,high_confidence_pass,human_usable_boundary,is_sealed_test,learner_l1,level,model_version,notes,parent_id,phone,phone_boundary_error_ms,phone_boundary_status,phone_confidence,phone_detected,phone_end_ms,phone_expected,phone_gold_source,phone_index,phone_start_ms,pinyin,produced_tone,recording_id,review_status,reviewed_at,row_type,sample_rate_hz,schema_version,session_id,source_url,speaker_id,teacher_agreement,teacher_consensus,tone_confidence,tone_label_status,tone_probability_t1,tone_probability_t2,tone_probability_t3,tone_probability_t4,tone_probability_t5,transcript
,1455f4ee5ca07ded,,,,JM3.wav,,,,,,,needs_review,needs_annotation,,,,,,,Corpus page states participants consented to publication; retain source citation.,NTU Speech Corpus for L2 Mandarin,,,,unassigned,,,,,,,False,unknown,unknown,,,,,,needs_annotation,,,,,,,,,,JM3.wav,needs_annotation,,audio,,,,https://sites.google.com/site/tehsinphono/resources/mandarin-learners-speech-bank,JM3,,,,needs_annotation,,,,,,
,0831800f23f9ca31,,,,M1 (1).wav,,,,,,,needs_review,needs_annotation,,,,,,,Corpus page states participants consented to publication; retain source citation.,NTU Speech Corpus for L2 Mandarin,,,,unassigned,,,,,,,False,unknown,unknown,,,,,,needs_annotation,,,,,,,,,,M1 (1).wav,needs_annotation,,audio,,,,https://sites.google.com/site/tehsinphono/resources/mandarin-learners-speech-bank,M1,,,,needs_annotation,,,,,,
,93f13575d019dd44,,,,M1.wav,,,,,,,needs_review,needs_annotation,,,,,,,Corpus page states participants consented to publication; retain source citation.,NTU Speech Corpus for L2 Mandarin,,,,unassigned,,,,,,,False,unknown,unknown,,,,,,needs_annotation,,,,,,,,,,M1.wav,needs_annotation,,audio,,,,https://sites.google.com/site/tehsinphono/resources/mandarin-learners-speech-bank,M1,,,,needs_annotation,,,,,,
,af134ebe9a45314d,,,,M2 (1).wav,,,,,,,needs_review,needs_annotation,,,,,,,Corpus page states participants consented to publication; retain source citation.,NTU Speech Corpus for L2 Mandarin,,,,unassigned,,,,,,,False,unknown,unknown,,,,,,needs_annotation,,,,,,,,,,M2 (1).wav,needs_annotation,,audio,,,,https://sites.google.com/site/tehsinphono/resources/mandarin-learners-speech-bank,M2,,,,needs_annotation,,,,,,
,585014958b2939e3,,,,M2.wav,,,,,,,needs_review,needs_annotation,,,,,,,Corpus page states participants consented to publication; retain source citation.,NTU Speech Corpus for L2 Mandarin,,,,unassigned,,,,,,,False,unknown,unknown,,,,,,needs_annotation,,,,,,,,,,M2.wav,needs_annotation,,audio,,,,https://sites.google.com/site/tehsinphono/resources/mandarin-learners-speech-bank,M2,,,,needs_annotation,,,,,,
,2caf90597f2c14d3,,,,M3.mp3,,,,,,,needs_review,needs_annotation,,,,,,,Corpus page states participants consented to publication; retain source citation.,NTU Speech Corpus for L2 Mandarin,,,,unassigned,,,,,,,False,unknown,unknown,,,,,,needs_annotation,,,,,,,,,,M3.mp3,needs_annotation,,audio,,,,https://sites.google.com/site/tehsinphono/resources/mandarin-learners-speech-bank,M3,,,,needs_annotation,,,,,,
,6092d1ca2d1e0dee,,,,M3.wav,,,,,,,needs_review,needs_annotation,,,,,,,Corpus page states participants consented to publication; retain source citation.,NTU Speech Corpus for L2 Mandarin,,,,unassigned,,,,,,,False,unknown,unknown,,,,,,needs_annotation,,,,,,,,,,M3.wav,needs_annotation,,audio,,,,https://sites.google.com/site/tehsinphono/resources/mandarin-learners-speech-bank,M3,,,,needs_annotation,,,,,,
,083ecd2948611c1d,,,,S1.MP3,,,,,,,needs_review,needs_annotation,,,,,,,Corpus page states participants consented to publication; retain source citation.,NTU Speech Corpus for L2 Mandarin,,,,unassigned,,,,,,,False,unknown,unknown,,,,,,needs_annotation,,,,,,,,,,S1.MP3,needs_annotation,,audio,,,,https://sites.google.com/site/tehsinphono/resources/mandarin-learners-speech-bank,S1,,,,needs_annotation,,,,,,
,e73417d3791ce698,,,,S1.wav,,,,,,,needs_review,needs_annotation,,,,,,,Corpus page states participants consented to publication; retain source citation.,NTU Speech Corpus for L2 Mandarin,,,,unassigned,,,,,,,False,unknown,unknown,,,,,,needs_annotation,,,,,,,,,,S1.wav,needs_annotation,,audio,,,,https://sites.google.com/site/tehsinphono/resources/mandarin-learners-speech-bank,S1,,,,needs_annotation,,,,,,
,b4bd78c29c44f8f0,,,,S10.wav,,,,,,,needs_review,needs_annotation,,,,,,,Corpus page states participants consented to publication; retain source citation.,NTU Speech Corpus for L2 Mandarin,,,,unassigned,,,,,,,False,unknown,unknown,,,,,,needs_annotation,,,,,,,,,,S10.wav,needs_annotation,,audio,,,,https://sites.google.com/site/tehsinphono/resources/mandarin-learners-speech-bank,S10,,,,needs_annotation,,,,,,
,54f442010158852c,,,,S1_Raymond Chen.m4a,,,,,,,needs_review,needs_annotation,,,,,,,Corpus page states participants consented to publication; retain source citation.,NTU Speech Corpus for L2 Mandarin,,,,unassigned,,,,,,,False,american,intermediate,,,,,,needs_annotation,,,,,,,,,,S1_Raymond Chen.m4a,needs_annotation,,audio,,,,https://sites.google.com/site/tehsinphono/resources/mandarin-learners-speech-bank,S1,,,,needs_annotation,,,,,,"今天早上我有一節聽力課。大概昨天夜裡沒睡好，所以起晚了。這下我急壞了，因為開學才半個多月，我已經遲到過兩次了！老師不但記住了我的名字，而且還說，下一次我要是再遲到的話，他就不讓我進教室了。

我想去洗洗臉，哎？洗澡間的燈怎麽不亮了？算了，反正沒時間了。我又穿上昨天脫下的那身衣服，騎上車就往學校趕。

教室裡坐著很多學生，可是安靜極了，連一點兒聲音也沒有。看來老師還沒到。我趕快找到一個空座位坐好。這個時候，我忽然發現，周圍的人都是我的中學同學，每個人的面前還擺著一本數學課本。太奇怪了，這節課不是聽力嗎?怎麽會變成了我最討厭的高中數學課呢？還有，我跟同學們打招呼，他們都不答應，只是看著我笑。笑什麽？是因為我沒洗臉，沒梳頭，也沒刮胡子，還是因為我又穿了兩只顏色不同的襪子？正當我不知道該怎麽辦的時候，「叮鈴鈴」，上課鈴響了。

我一下子就醒了，睜開眼睛，看了看床頭的鬧鐘：六點半。我打開窗戶，天還沒亮呢。我呼吸了一口新鮮空氣，心裡得意地想，今天肯定不會遲到了。"
,6e76bf43331d4941,,,,S1_Sarah Wright.m4a,,,,,,,needs_review,needs_annotation,,,,,,,Corpus page states participants consented to publication; retain source citation.,NTU Speech Corpus for L2 Mandarin,,,,unassigned,,,,,,,False,american,beginner,,,,,,needs_annotation,,,,,,,,,,S1_Sarah Wright.m4a,needs_annotation,,audio,,,,https://sites.google.com/site/tehsinphono/resources/mandarin-learners-speech-bank,S1,,,,needs_annotation,,,,,,他們都很忙。我家有四口人：爸爸媽媽哥哥和我。我家還有一隻小黑狗和一隻大花貓。我父親是一個有名的大夫。我母親是中學英語老師。他們都非常忙。我哥哥是大學生，學中文。他個子很高、比較胖。他的同學都叫他胖子。他的女朋友很漂亮，是日本人。我的小狗叫黑黑。小貓的名字呢，是花花。你看，這是我們家。我們家的房子不大也不小。有四個房間。還有一個非常好看的小花園。我的房間不太大。裡邊有一張小桌子兩把椅子和一張床。
,d46f8468c4ac7bf0,,,,S2 (1).MP3,,,,,,,needs_review,needs_annotation,,,,,,,Corpus page states participants consented to publication; retain source citation.,NTU Speech Corpus for L2 Mandarin,,,,unassigned,,,,,,,False,unknown,unknown,,,,,,needs_annotation,,,,,,,,,,S2 (1).MP3,needs_annotation,,audio,,,,https://sites.google.com/site/tehsinphono/resources/mandarin-learners-speech-bank,S2,,,,needs_annotation,,,,,,
,38972e602cc5a0ba,,,,S2.MP3,,,,,,,needs_review,needs_annotation,,,,,,,Corpus page states participants consented to publication; retain source citation.,NTU Speech Corpus for L2 Mandarin,,,,unassigned,,,,,,,False,unknown,unknown,,,,,,needs_annotation,,,,,,,,,,S2.MP3,needs_annotation,,audio,,,,https://sites.google.com/site/tehsinphono/resources/mandarin-learners-speech-bank,S2,,,,needs_annotation,,,,,,
,036aacad312847f8,,,,S2.wav,,,,,,,needs_review,needs_annotation,,,,,,,Corpus page states participants consented to publication; retain source citation.,NTU Speech Corpus for L2 Mandarin,,,,unassigned,,,,,,,False,unknown,unknown,,,,,,needs_annotation,,,,,,,,,,S2.wav,needs_annotation,,audio,,,,https://sites.google.com/site/tehsinphono/resources/mandarin-learners-speech-bank,S2,,,,needs_annotation,,,,,,
,ae6e74dce4651df5,,,,S2_Erik Larson.m4a,,,,,,,needs_review,needs_annotation,,,,,,,Corpus page states participants consented to publication; retain source citation.,NTU Speech Corpus for L2 Mandarin,,,,unassigned,,,,,,,False,american,intermediate,,,,,,needs_annotation,,,,,,,,,,S2_Erik Larson.m4a,needs_annotation,,audio,,,,https://sites.google.com/site/tehsinphono/resources/mandarin-learners-speech-bank,S2,,,,needs_annotation,,,,,,"今天早上我有一節聽力課。大概昨天夜裡沒睡好，所以起晚了。這下我急壞了，因為開學才半個多月，我已經遲到過兩次了！老師不但記住了我的名字，而且還說，下一次我要是再遲到的話，他就不讓我進教室了。

我想去洗洗臉，哎？洗澡間的燈怎麽不亮了？算了，反正沒時間了。我又穿上昨天脫下的那身衣服，騎上車就往學校趕。

教室裡坐著很多學生，可是安靜極了，連一點兒聲音也沒有。看來老師還沒到。我趕快找到一個空座位坐好。這個時候，我忽然發現，周圍的人都是我的中學同學，每個人的面前還擺著一本數學課本。太奇怪了，這節課不是聽力嗎?怎麽會變成了我最討厭的高中數學課呢？還有，我跟同學們打招呼，他們都不答應，只是看著我笑。笑什麽？是因為我沒洗臉，沒梳頭，也沒刮胡子，還是因為我又穿了兩只顏色不同的襪子？正當我不知道該怎麽辦的時候，「叮鈴鈴」，上課鈴響了。

我一下子就醒了，睜開眼睛，看了看床頭的鬧鐘：六點半。我打開窗戶，天還沒亮呢。我呼吸了一口新鮮空氣，心裡得意地想，今天肯定不會遲到了。"
,f5d0df4200ee1dde,,,,S2_Moegan Short.m4a,,,,,,,needs_review,needs_annotation,,,,,,,Corpus page states participants consented to publication; retain source citation.,NTU Speech Corpus for L2 Mandarin,,,,unassigned,,,,,,,False,american,beginner,,,,,,needs_annotation,,,,,,,,,,S2_Moegan Short.m4a,needs_annotation,,audio,,,,https://sites.google.com/site/tehsinphono/resources/mandarin-learners-speech-bank,S2,,,,needs_annotation,,,,,,他們都很忙。我家有四口人：爸爸媽媽哥哥和我。我家還有一隻小黑狗和一隻大花貓。我父親是一個有名的大夫。我母親是中學英語老師。他們都非常忙。我哥哥是大學生，學中文。他個子很高、比較胖。他的同學都叫他胖子。他的女朋友很漂亮，是日本人。我的小狗叫黑黑。小貓的名字呢，是花花。你看，這是我們家。我們家的房子不大也不小。有四個房間。還有一個非常好看的小花園。我的房間不太大。裡邊有一張小桌子兩把椅子和一張床。
,f2652d8f4c5cd3e6,,,,S3.wav,,,,,,,needs_review,needs_annotation,,,,,,,Corpus page states participants consented to publication; retain source citation.,NTU Speech Corpus for L2 Mandarin,,,,unassigned,,,,,,,False,unknown,unknown,,,,,,needs_annotation,,,,,,,,,,S3.wav,needs_annotation,,audio,,,,https://sites.google.com/site/tehsinphono/resources/mandarin-learners-speech-bank,S3,,,,needs_annotation,,,,,,
,a1d37e44753ff46f,,,,S3_Autumn peper.m4a,,,,,,,needs_review,needs_annotation,,,,,,,Corpus page states participants consented to publication; retain source citation.,NTU Speech Corpus for L2 Mandarin,,,,unassigned,,,,,,,False,american,beginner,,,,,,needs_annotation,,,,,,,,,,S3_Autumn peper.m4a,needs_annotation,,audio,,,,https://sites.google.com/site/tehsinphono/resources/mandarin-learners-speech-bank,S3,,,,needs_annotation,,,,,,他們都很忙。我家有四口人：爸爸媽媽哥哥和我。我家還有一隻小黑狗和一隻大花貓。我父親是一個有名的大夫。我母親是中學英語老師。他們都非常忙。我哥哥是大學生，學中文。他個子很高、比較胖。他的同學都叫他胖子。他的女朋友很漂亮，是日本人。我的小狗叫黑黑。小貓的名字呢，是花花。你看，這是我們家。我們家的房子不大也不小。有四個房間。還有一個非常好看的小花園。我的房間不太大。裡邊有一張小桌子兩把椅子和一張床。
,7046227ba2c6e419,,,,S3_Boone Law.m4a,,,,,,,needs_review,needs_annotation,,,,,,,Corpus page states participants consented to publication; retain source citation.,NTU Speech Corpus for L2 Mandarin,,,,unassigned,,,,,,,False,american,intermediate,,,,,,needs_annotation,,,,,,,,,,S3_Boone Law.m4a,needs_annotation,,audio,,,,https://sites.google.com/site/tehsinphono/resources/mandarin-learners-speech-bank,S3,,,,needs_annotation,,,,,,"今天早上我有一節聽力課。大概昨天夜裡沒睡好，所以起晚了。這下我急壞了，因為開學才半個多月，我已經遲到過兩次了！老師不但記住了我的名字，而且還說，下一次我要是再遲到的話，他就不讓我進教室了。

我想去洗洗臉，哎？洗澡間的燈怎麽不亮了？算了，反正沒時間了。我又穿上昨天脫下的那身衣服，騎上車就往學校趕。

教室裡坐著很多學生，可是安靜極了，連一點兒聲音也沒有。看來老師還沒到。我趕快找到一個空座位坐好。這個時候，我忽然發現，周圍的人都是我的中學同學，每個人的面前還擺著一本數學課本。太奇怪了，這節課不是聽力嗎?怎麽會變成了我最討厭的高中數學課呢？還有，我跟同學們打招呼，他們都不答應，只是看著我笑。笑什麽？是因為我沒洗臉，沒梳頭，也沒刮胡子，還是因為我又穿了兩只顏色不同的襪子？正當我不知道該怎麽辦的時候，「叮鈴鈴」，上課鈴響了。

我一下子就醒了，睜開眼睛，看了看床頭的鬧鐘：六點半。我打開窗戶，天還沒亮呢。我呼吸了一口新鮮空氣，心裡得意地想，今天肯定不會遲到了。"
,6b0b32bcab49c384,,,,S4 (1).wav,,,,,,,needs_review,needs_annotation,,,,,,,Corpus page states participants consented to publication; retain source citation.,NTU Speech Corpus for L2 Mandarin,,,,unassigned,,,,,,,False,unknown,unknown,,,,,,needs_annotation,,,,,,,,,,S4 (1).wav,needs_annotation,,audio,,,,https://sites.google.com/site/tehsinphono/resources/mandarin-learners-speech-bank,S4,,,,needs_annotation,,,,,,
,4c083491a04525fe,,,,S4.wav,,,,,,,needs_review,needs_annotation,,,,,,,Corpus page states participants consented to publication; retain source citation.,NTU Speech Corpus for L2 Mandarin,,,,unassigned,,,,,,,False,unknown,unknown,,,,,,needs_annotation,,,,,,,,,,S4.wav,needs_annotation,,audio,,,,https://sites.google.com/site/tehsinphono/resources/mandarin-learners-speech-bank,S4,,,,needs_annotation,,,,,,
,805379000f8ead12,,,,S4_Jacob Katz.m4a,,,,,,,needs_review,needs_annotation,,,,,,,Corpus page states participants consented to publication; retain source citation.,NTU Speech Corpus for L2 Mandarin,,,,unassigned,,,,,,,False,american,beginner,,,,,,needs_annotation,,,,,,,,,,S4_Jacob Katz.m4a,needs_annotation,,audio,,,,https://sites.google.com/site/tehsinphono/resources/mandarin-learners-speech-bank,S4,,,,needs_annotation,,,,,,他們都很忙。我家有四口人：爸爸媽媽哥哥和我。我家還有一隻小黑狗和一隻大花貓。我父親是一個有名的大夫。我母親是中學英語老師。他們都非常忙。我哥哥是大學生，學中文。他個子很高、比較胖。他的同學都叫他胖子。他的女朋友很漂亮，是日本人。我的小狗叫黑黑。小貓的名字呢，是花花。你看，這是我們家。我們家的房子不大也不小。有四個房間。還有一個非常好看的小花園。我的房間不太大。裡邊有一張小桌子兩把椅子和一張床。
,0ca25c1cba08dc5d,,,,S4_Samantha Thurman.m4a,,,,,,,needs_review,needs_annotation,,,,,,,Corpus page states participants consented to publication; retain source citation.,NTU Speech Corpus for L2 Mandarin,,,,unassigned,,,,,,,False,american,intermediate,,,,,,needs_annotation,,,,,,,,,,S4_Samantha Thurman.m4a,needs_annotation,,audio,,,,https://sites.google.com/site/tehsinphono/resources/mandarin-learners-speech-bank,S4,,,,needs_annotation,,,,,,"今天早上我有一節聽力課。大概昨天夜裡沒睡好，所以起晚了。這下我急壞了，因為開學才半個多月，我已經遲到過兩次了！老師不但記住了我的名字，而且還說，下一次我要是再遲到的話，他就不讓我進教室了。

我想去洗洗臉，哎？洗澡間的燈怎麽不亮了？算了，反正沒時間了。我又穿上昨天脫下的那身衣服，騎上車就往學校趕。

教室裡坐著很多學生，可是安靜極了，連一點兒聲音也沒有。看來老師還沒到。我趕快找到一個空座位坐好。這個時候，我忽然發現，周圍的人都是我的中學同學，每個人的面前還擺著一本數學課本。太奇怪了，這節課不是聽力嗎?怎麽會變成了我最討厭的高中數學課呢？還有，我跟同學們打招呼，他們都不答應，只是看著我笑。笑什麽？是因為我沒洗臉，沒梳頭，也沒刮胡子，還是因為我又穿了兩只顏色不同的襪子？正當我不知道該怎麽辦的時候，「叮鈴鈴」，上課鈴響了。

我一下子就醒了，睜開眼睛，看了看床頭的鬧鐘：六點半。我打開窗戶，天還沒亮呢。我呼吸了一口新鮮空氣，心裡得意地想，今天肯定不會遲到了。"
,60fb0a501d1dfc5a,,,,S5.MP3,,,,,,,needs_review,needs_annotation,,,,,,,Corpus page states participants consented to publication; retain source citation.,NTU Speech Corpus for L2 Mandarin,,,,unassigned,,,,,,,False,unknown,unknown,,,,,,needs_annotation,,,,,,,,,,S5.MP3,needs_annotation,,audio,,,,https://sites.google.com/site/tehsinphono/resources/mandarin-learners-speech-bank,S5,,,,needs_annotation,,,,,,
,7e8d6c61ececd89d,,,,S5.wav,,,,,,,needs_review,needs_annotation,,,,,,,Corpus page states participants consented to publication; retain source citation.,NTU Speech Corpus for L2 Mandarin,,,,unassigned,,,,,,,False,unknown,unknown,,,,,,needs_annotation,,,,,,,,,,S5.wav,needs_annotation,,audio,,,,https://sites.google.com/site/tehsinphono/resources/mandarin-learners-speech-bank,S5,,,,needs_annotation,,,,,,
,8b0e52dae32bf7b6,,,,S5_Mona Strodtman.m4a,,,,,,,needs_review,needs_annotation,,,,,,,Corpus page states participants consented to publication; retain source citation.,NTU Speech Corpus for L2 Mandarin,,,,unassigned,,,,,,,False,american,intermediate,,,,,,needs_annotation,,,,,,,,,,S5_Mona Strodtman.m4a,needs_annotation,,audio,,,,https://sites.google.com/site/tehsinphono/resources/mandarin-learners-speech-bank,S5,,,,needs_annotation,,,,,,"今天早上我有一節聽力課。大概昨天夜裡沒睡好，所以起晚了。這下我急壞了，因為開學才半個多月，我已經遲到過兩次了！老師不但記住了我的名字，而且還說，下一次我要是再遲到的話，他就不讓我進教室了。

我想去洗洗臉，哎？洗澡間的燈怎麽不亮了？算了，反正沒時間了。我又穿上昨天脫下的那身衣服，騎上車就往學校趕。

教室裡坐著很多學生，可是安靜極了，連一點兒聲音也沒有。看來老師還沒到。我趕快找到一個空座位坐好。這個時候，我忽然發現，周圍的人都是我的中學同學，每個人的面前還擺著一本數學課本。太奇怪了，這節課不是聽力嗎?怎麽會變成了我最討厭的高中數學課呢？還有，我跟同學們打招呼，他們都不答應，只是看著我笑。笑什麽？是因為我沒洗臉，沒梳頭，也沒刮胡子，還是因為我又穿了兩只顏色不同的襪子？正當我不知道該怎麽辦的時候，「叮鈴鈴」，上課鈴響了。

我一下子就醒了，睜開眼睛，看了看床頭的鬧鐘：六點半。我打開窗戶，天還沒亮呢。我呼吸了一口新鮮空氣，心裡得意地想，今天肯定不會遲到了。"
,3828c2b60d6e9302,,,,S6 (1).wav,,,,,,,needs_review,needs_annotation,,,,,,,Corpus page states participants consented to publication; retain source citation.,NTU Speech Corpus for L2 Mandarin,,,,unassigned,,,,,,,False,unknown,unknown,,,,,,needs_annotation,,,,,,,,,,S6 (1).wav,needs_annotation,,audio,,,,https://sites.google.com/site/tehsinphono/resources/mandarin-learners-speech-bank,S6,,,,needs_annotation,,,,,,
,38978932d88e5930,,,,S6.wav,,,,,,,needs_review,needs_annotation,,,,,,,Corpus page states participants consented to publication; retain source citation.,NTU Speech Corpus for L2 Mandarin,,,,unassigned,,,,,,,False,unknown,unknown,,,,,,needs_annotation,,,,,,,,,,S6.wav,needs_annotation,,audio,,,,https://sites.google.com/site/tehsinphono/resources/mandarin-learners-speech-bank,S6,,,,needs_annotation,,,,,,
,fc87f083a9e28799,,,,S6_Leah Nozick.mp3,,,,,,,needs_review,needs_annotation,,,,,,,Corpus page states participants consented to publication; retain source citation.,NTU Speech Corpus for L2 Mandarin,,,,unassigned,,,,,,,False,american,intermediate,,,,,,needs_annotation,,,,,,,,,,S6_Leah Nozick.mp3,needs_annotation,,audio,,,,https://sites.google.com/site/tehsinphono/resources/mandarin-learners-speech-bank,S6,,,,needs_annotation,,,,,,"今天早上我有一節聽力課。大概昨天夜裡沒睡好，所以起晚了。這下我急壞了，因為開學才半個多月，我已經遲到過兩次了！老師不但記住了我的名字，而且還說，下一次我要是再遲到的話，他就不讓我進教室了。

我想去洗洗臉，哎？洗澡間的燈怎麽不亮了？算了，反正沒時間了。我又穿上昨天脫下的那身衣服，騎上車就往學校趕。

教室裡坐著很多學生，可是安靜極了，連一點兒聲音也沒有。看來老師還沒到。我趕快找到一個空座位坐好。這個時候，我忽然發現，周圍的人都是我的中學同學，每個人的面前還擺著一本數學課本。太奇怪了，這節課不是聽力嗎?怎麽會變成了我最討厭的高中數學課呢？還有，我跟同學們打招呼，他們都不答應，只是看著我笑。笑什麽？是因為我沒洗臉，沒梳頭，也沒刮胡子，還是因為我又穿了兩只顏色不同的襪子？正當我不知道該怎麽辦的時候，「叮鈴鈴」，上課鈴響了。

我一下子就醒了，睜開眼睛，看了看床頭的鬧鐘：六點半。我打開窗戶，天還沒亮呢。我呼吸了一口新鮮空氣，心裡得意地想，今天肯定不會遲到了。"
,241ca610e100e5da,,,,S7.wav,,,,,,,needs_review,needs_annotation,,,,,,,Corpus page states participants consented to publication; retain source citation.,NTU Speech Corpus for L2 Mandarin,,,,unassigned,,,,,,,False,unknown,unknown,,,,,,needs_annotation,,,,,,,,,,S7.wav,needs_annotation,,audio,,,,https://sites.google.com/site/tehsinphono/resources/mandarin-learners-speech-bank,S7,,,,needs_annotation,,,,,,
